inventory_id,supplier_id,product_id,warehouse,quantity_on_hand,quantity_reserved,quantity_available,reorder_point,inventory_status
5ba47438-e7ff-441b-88f6-9030b11069e5,69524042-25cd-4946-91f6-8cfa5a8763a9,207948e9-64c6-48b5-b8a1-7a18718da9ff,Delhi DC,1140,300,840,218,Low Stock
eafc50ec-dbf1-423b-821b-53c0fd566b07,7789f99e-8420-4065-a530-c2bbf2826823,3c3fbf46-8fc6-4636-b960-b2e8dcffbcd4,Chennai DC,2400,125,2275,644,Healthy
34133f69-24a6-491e-82a5-1e3d813d4b53,c603dbe4-8145-4f90-b2ac-59db194e1291,f1a20bba-03c3-4fae-8fbf-322f1d7a64e7,Pune DC,1409,207,1202,540,Low Stock
ba1cda82-ee7a-4b7e-8868-6e467aa34832,83d5c9fb-b66d-415d-a057-0ebc994f206f,672a017b-5735-4c2b-806f-f93ad765507b,Kolkata DC,4650,640,4010,496,Healthy
18d530ed-4abc-43a8-87af-c4ce7f53b38f,78ba520a-37d9-4041-84ea-18518d12df10,c54322fe-958f-4805-aac7-2cf4a95f7965,Chennai DC,3219,237,2982,84,Overstocked
58409af4-e809-4e9e-9dc4-84b4a296c446,1dada3f8-1e15-4bb6-9b4a-99731983a395,0dbc8050-05df-4297-a2d7-9b84b83ee8a6,Kolkata DC,4848,544,4304,646,Low Stock
13b14d97-da0b-4c2b-8394-d8fecaa1c11f,f3fb43bf-45c6-4a54-aa4d-2af4cbc70902,580ef1f2-3103-4ebd-b58c-de11c539212d,Chennai DC,1130,195,935,220,Overstocked
48b5141a-d861-4102-85bf-61e14881cd69,5e283b16-f592-48a2-a385-b07059ee10eb,d5ec448f-2fd5-40e0-b4e3-bf77f43cf69e,Pune DC,908,606,302,275,Healthy
cfcbd551-b65c-400c-ad52-1a65fe255f72,089e179e-3079-47d2-ad50-92d2af52b1b5,722dac03-e9bb-4fdf-bd5b-77f033505b3b,Mumbai DC,4034,274,3760,394,Overstocked
d45e000c-0d71-44e0-a92e-8be5dbe48424,8d102d96-34fc-41e8-b076-173cf105e1e0,3a68815a-1faf-4abc-8456-7bd75c3d53a9,Pune DC,3315,202,3113,588,Healthy
70aec172-2cbc-4a62-afa4-4898e5779781,d88b29af-4f8e-4301-bedd-c57b1d0a528b,48e8bb4f-26cc-4549-a991-df7e923b50a3,Delhi DC,1542,543,999,588,Overstocked
72f3a61e-a5e6-421f-b31b-b1e7600433f8,c28217a6-32a9-401f-8126-c7e12905a7eb,a964487f-8c5f-4c09-bc8c-2db6f5342111,Delhi DC,4340,441,3899,277,Healthy
f629d9ec-1477-4a07-a62b-f8d3554bca5f,f42c7e09-4139-47de-bdd6-e2d8201dc9e4,9fd72d9c-ec6d-4c08-848c-15a30b51578f,Chennai DC,1714,101,1613,522,Overstocked
d54cbbc5-8b4c-4149-94e8-8e1fcedaa04f,60fdf599-9996-48db-8c90-fe37c4fa9625,80d89f0a-6eee-4e28-b96e-013b54fb4caf,Delhi DC,2845,716,2129,188,Low Stock
8be70ab0-0a7e-4546-847c-a8fe97119d70,ec66dbae-744c-48e7-937f-4546af94abeb,8349acd0-fb88-466d-b722-460253d748df,Mumbai DC,4420,589,3831,842,Healthy
383a3c98-b766-48d5-bfca-6dbf8100fabe,df19a4a3-9512-4903-bea6-3315e2c42abe,f7b2ec71-4305-42d1-9dd6-74315da8e51d,Delhi DC,3408,189,3219,143,Healthy
e6fe299b-6eb7-4ab4-a21b-13ebfc57a67f,9d53de13-c690-4601-b290-c99398cd1431,c8fdf306-b41a-488a-a563-6a58328ecc7c,Bengaluru DC,4025,667,3358,355,Overstocked
13155858-8cf2-491d-8719-2d3293978e67,3956d912-abb8-435b-af03-3f44b9f1db96,23011a79-0d58-4b60-a675-dc9274dd8f99,Mumbai DC,995,555,440,932,Healthy
cdb7ec34-7aa4-4166-8dbe-01ad2c623b58,d255a92c-44e7-48d3-ade3-9b1aef6d0eae,c27fb5c7-8f14-458a-ae35-b9a4542061c4,Hyderabad DC,3400,666,2734,874,Healthy
29916d12-81b5-4597-90f0-dc86cc5c0a5b,ef8c6336-043e-4aad-b9f6-2eb1ffe546fe,18df25bf-c3c6-46d7-820f-ad637e29eb1d,Mumbai DC,2206,56,2150,831,Healthy
1a912d17-cd6b-4401-ac8e-41dc243bcba4,4bd43650-31e4-4e74-bb64-a58872ca323c,cb50a304-000f-49e0-883a-e64f554c45e1,Hyderabad DC,4243,335,3908,511,Healthy
3ee49904-7eaf-46f9-a68d-cd6328ed6dce,6da399a0-9bee-40a8-9be4-33a98f881ec2,c849c826-c966-4a90-84d0-aacc51866bcb,Delhi DC,1090,32,1058,747,Overstocked
dc3c39e9-df3e-4e2a-920f-f227b50d1b37,1ff04b61-ca9e-414e-9008-96099791b800,40d379ee-d73f-4f4b-a5f5-a1473a05ba12,Mumbai DC,3378,665,2713,691,Overstocked
336948a1-f89e-44b5-a226-7ec6510aaabb,8bded5db-93a5-43fd-9c88-696bc01c0d91,2b88908d-d7cc-4b46-b90b-a7dbccdaa197,Kolkata DC,1116,655,461,237,Healthy
686697da-d8e5-48b2-96f2-277ad5583b47,4e661f3c-2bfc-4cf4-b479-cd12f3af6fcb,d4385b68-780f-43f1-8363-4d63529fd60c,Bengaluru DC,2896,11,2885,735,Healthy
5ca2456d-eef1-41cf-b06e-7092ea2fdec3,12ed164d-1336-4187-b1f1-60fd5ee310cb,20aa766a-9bab-4241-aadc-74ce8365b0ab,Delhi DC,1332,780,552,306,Healthy
45fa3614-b270-421e-a983-8ab239f6e310,7aadb9a4-d290-49a9-9266-b177eb20f2b3,cb7021bd-bcf4-497f-94b6-53d7a845db1f,Delhi DC,3888,640,3248,481,Healthy
f5f6a0d9-8c55-44d7-8296-d0ba4d6a0389,10dbec5d-9ca3-4085-8d1e-6fd5018be1a8,38d5a469-7ce9-4e4e-9769-12b686d7d134,Hyderabad DC,555,233,322,416,Overstocked
ab2a708e-977d-43ea-9216-8f71ece48d0f,67d0b9b2-a045-459e-a978-941c2d8fe2b3,a913e590-35e7-49b4-89db-53cdc3c946b6,Kolkata DC,4958,618,4340,630,Healthy
e1666494-d455-4882-af50-ed0f039d1a7c,755bc1ac-e923-4f5b-93af-059f17422424,e8bb0b58-a439-498f-8afa-b169f2e26ba3,Pune DC,2082,222,1860,167,Healthy
3fc660eb-54a9-446f-8af9-b39ddc489ed7,78e28eaa-95bd-43a4-af55-b43a9a2f1495,d3edeeb7-4153-44ae-b0ec-7d18cab9ca26,Delhi DC,3940,127,3813,968,Low Stock
f04f00f4-98cd-4729-af3b-4ab31f350a1e,c048a34e-40a8-479e-9633-94aef6e5dc4a,6ba41b1d-e106-43fb-9984-d9ed476fceae,Hyderabad DC,942,235,707,896,Healthy
9e130297-2a4a-4055-8ab0-bc2c71b6b671,c44b6912-dd8b-4933-851b-eec35a042c64,0babb3a1-6cec-493a-a485-b19def406891,Chennai DC,2803,532,2271,371,Overstocked
791e433f-3f68-403f-a7b5-ef9421eb8a63,26e6364a-235b-429f-917d-f9d9dc34d2a5,654f5025-f549-4500-ab62-e010c1f61966,Delhi DC,2982,769,2213,546,Healthy
3b41912d-9aad-41ab-b06d-22b0773f3fb7,6d6656ae-fc4e-4a95-88ed-3f7df6212013,19d44826-6dbf-489e-bb6b-e4612ce43e99,Mumbai DC,304,199,105,429,Healthy
ed6acacd-6046-467a-91fd-83fa11f32cc8,00ecb2fa-3a05-480f-a0cb-95a1e1109162,580120f4-2b90-4988-9138-97940772eb07,Delhi DC,524,270,254,347,Healthy
dc59453b-1986-4adc-9b42-69d5142e2eb4,41eb5d37-454a-4552-9a27-9758778dde08,1b62739c-0f9e-4c21-bf24-85b3b4b8ac49,Mumbai DC,1737,50,1687,167,Overstocked
db1e8547-43ca-4794-8fd1-23780119f09b,33a1a871-03fe-4f1a-87b2-d4f39653f9e1,c1354656-643d-4483-9318-c76d3ab64f9a,Delhi DC,4428,11,4417,449,Overstocked
fc8a9e50-0741-497a-82f8-2dac480862e1,0cd83696-da3a-4f84-af84-4299015c09e3,c6bb3314-f2ed-4290-a032-77a891536d74,Bengaluru DC,3131,299,2832,76,Healthy
3389900b-31c6-44bf-8520-96f8cf48440b,ea52105a-9217-4a36-9212-130e5d7595b2,5cdd533d-659e-409b-9be8-4eff19aef7ce,Bengaluru DC,1224,351,873,592,Healthy
f5dae59e-e8d0-44bb-a392-2aa962e6c1ba,49eb732f-415a-4c3b-b3a0-ecf6064ba766,b21e97c0-5c27-404c-8cf6-571fe2e73352,Pune DC,2145,68,2077,177,Healthy
54fdb3a8-7167-468d-afe7-3460727d03b4,2083ab70-4d05-4928-bdde-aaba53f9ffc9,22fc4b59-1505-4f76-a509-c6b60accf552,Delhi DC,5036,685,4351,342,Overstocked
cba5544b-6f02-48c7-a645-02ba286af43c,46dc50e6-94b6-4606-b0e5-6c71fa9782b2,d8b89b22-c3ab-4303-bca3-b663bd771986,Pune DC,3781,262,3519,810,Overstocked
c3572830-9fd9-456d-a09b-157be6b6556a,5fc462b5-c9c2-45d0-852f-972d216c163d,ceb1dd03-3676-4575-aecc-457f8c9cfaab,Pune DC,2520,542,1978,558,Overstocked
0763f5a7-772b-45cc-9985-389a531b247b,b507b875-ce7f-405f-a546-a8e04ad067fa,73af2908-60e3-4660-a79a-e62e9e4e0329,Hyderabad DC,1520,92,1428,153,Low Stock
a8c2bb54-95ae-42e9-b3bb-d44f276649d2,66d94cda-a3dc-4508-abd6-1b727833acb6,822d2d26-1caa-4dca-8bf6-5a7516c05983,Mumbai DC,2759,251,2508,475,Healthy
7838011a-e6d0-4e31-bc70-4fcb7dc8a3f1,a1fd0b61-3000-46e8-a248-80460914a655,d28df444-3b12-47bc-a6c7-092ddf5f9669,Bengaluru DC,3114,11,3103,913,Overstocked
48271b31-55cf-4dac-956e-4c548f7f9bcc,0b61c854-bc02-484c-b8bd-bdc58da77b15,c8326646-08f9-42af-9f27-b57a93b09f35,Chennai DC,3805,731,3074,271,Overstocked
efb24005-a8f9-4c2b-bdcd-a2a7e5a96d06,88b13219-49cc-4b48-b7ee-80d8062892ab,12a14b1a-bc7c-487d-ab89-0aed8491d9d1,Mumbai DC,1851,218,1633,113,Healthy
8cb11992-985e-4e54-a7ef-9e209dcea04e,acafa02f-56e6-4c42-b33c-fdc13aa9b0ae,38a3d8c2-756c-45d7-ad86-ab392b91abe8,Pune DC,5135,727,4408,326,Low Stock
65be7ade-d9cc-47b7-8cf8-cb7778413cf9,88b6b267-7e31-4691-a5bb-11d5b307abee,faf48d3d-edd1-4b74-a3db-474717f4b7a9,Bengaluru DC,3702,738,2964,181,Healthy
36087300-3093-410f-b9df-a18b264517f5,d4e7ff70-e874-4a6b-8f0c-ddb3742c1a62,f9ec704a-8a53-4095-ba26-7263d676bdc6,Bengaluru DC,698,675,23,588,Overstocked
6f70c744-cb43-4705-b450-819a8dc4dc12,3abd5995-ac0a-4c7d-9d03-a7a321092be9,977a14eb-3f6a-428a-b5c7-ba17b7ef2c8d,Mumbai DC,409,408,1,747,Overstocked
97759d47-5615-4073-86ec-621757e3847d,92690585-4925-47eb-b439-6b3e2e8c8799,765e60e5-e227-4128-9fed-b29fe3a1688d,Mumbai DC,511,455,56,726,Low Stock
52da7dc3-4269-4451-bb9c-ab0724e0e3fa,7ae41bd0-342a-4a8c-a74d-afcc9a3b8b93,d9dc982c-c155-45de-9ff0-e31ae8d2cb22,Mumbai DC,1446,391,1055,568,Healthy
733b4262-3e84-4b5b-8ed6-1ad9a1e81c5d,89fbdff7-170f-4d2f-9634-1b0e5b349f74,c92bf41b-c54b-44ca-a59f-e9c60afb84f8,Kolkata DC,2828,346,2482,624,Healthy
78e8700b-8c60-4584-a585-0c69569638b0,c67a629b-dc64-4ec1-8292-4b010379bef3,180c687c-acbf-4799-82af-e79153a7aec6,Mumbai DC,1787,101,1686,269,Overstocked
a95fb6d8-7bdd-497b-ade2-a3ca4dd9dc8a,b64fa226-4df6-48be-ba80-cf0a9b10bd11,671af2e7-3577-490b-abd4-be547f08e7ee,Chennai DC,2385,515,1870,346,Overstocked
99b34e43-d401-4a91-9000-e3b99bbb9d9e,29ed185c-d5ad-42a5-82b3-397c2cac6059,d7154cf1-d379-4b8e-a7f5-70b850e9c314,Pune DC,3391,5,3386,287,Healthy
a78ab046-c6e9-4859-9a56-8fbc34b9186d,9cfe532c-cc6d-4bd0-96c2-acfc7c04336d,2da19396-0cdc-42b2-8287-508b784c4104,Chennai DC,3784,359,3425,934,Overstocked
41217e6d-0fcc-49f5-82e3-7a81da13089e,6c76f049-b24f-4358-b25e-98cfdfd791e0,294bfd79-2af0-4f63-b216-60cee9b8d316,Kolkata DC,1608,454,1154,969,Healthy
a43f8d71-e800-4935-9abc-32b14447b774,2af181d5-90bf-49dd-a0f0-bbc1dbea8bef,4cd6764d-bec4-499c-b55b-b5cf05e19403,Hyderabad DC,4230,477,3753,710,Overstocked
fb741862-7f79-47be-84d4-9eef27a6e3e6,fb1407d5-f805-4df4-9df4-c7e4cf411884,7f3046fa-3b01-4d6e-a0f9-687d1a24f3f4,Bengaluru DC,3030,438,2592,475,Low Stock
2b574494-4af0-482c-9747-ebbe1876c6af,0cbdbeb9-6f92-4450-a1bb-9288ded64785,19a0193f-31f7-4bc1-a035-5b0b6b4b7a1c,Mumbai DC,787,735,52,957,Healthy
a33bad3e-b3c0-4bc5-9d15-9ea1646bdfe7,4b28f8a9-6d4e-4c85-9eb3-c45ced1542a7,350e1005-76dc-42c7-8080-4e9811dceaae,Pune DC,1797,727,1070,228,Healthy
a6ca6dcd-49fc-4984-a2c0-733b55691432,40fddab4-ff4e-4ab7-93cd-af0a54a25f4f,44a4cd24-b18c-4e58-8d02-e383df705df6,Kolkata DC,358,302,56,944,Low Stock
97511fb2-b5d9-4c6c-8e4c-78b025ebf577,39610f0c-ed1c-4f56-9ca5-7fc9da7b9335,6c76d50c-c94d-455a-aadf-d5b9285313e6,Mumbai DC,2630,648,1982,736,Overstocked
d0a229fe-0e3e-4e46-93e4-02e1d2a4fc80,48f0c3b7-26eb-45d7-9f33-e69df91d402b,0945b863-4203-4500-ab48-540a327b69c3,Hyderabad DC,1988,6,1982,296,Low Stock
aa5e2c1e-b992-4a8e-a78d-6927ee8b47ee,5d4a6835-737a-451a-8abe-640b49170ec7,b76fbea1-5a4a-49b3-a2f3-6d30f60de0be,Delhi DC,149,46,103,555,Healthy
c6e50dcb-3675-47ea-8ea1-720a44195ac4,fc01ae8a-c365-4e1f-87a8-821b49197fe8,ffbcb7c8-e8bd-4e4f-b046-8d87e896ddae,Kolkata DC,2148,237,1911,873,Low Stock
8ad4ec8f-6aee-4fc2-8bb3-4362bc0feb8d,71c0f9ed-b2b3-4609-bc93-38f2e514a485,1e87fcec-acd3-4621-8c9a-3ebd5035f24a,Chennai DC,1314,100,1214,816,Healthy
59038115-a973-4654-9f2c-f0388b6ba0a9,bdc4eeb4-3d77-4539-91d7-1633e8f9b5c4,6f14517d-93ef-4792-b5da-00af62b278b4,Pune DC,419,370,49,94,Healthy
32a82aa7-3715-4dca-a8f7-1245b305d039,f8433f45-5991-4913-9301-951d2e786aad,537c6ca8-421d-427c-9605-7f688c5cab82,Kolkata DC,4329,209,4120,910,Healthy
d31fb088-84d9-4f87-abb0-b75b35155676,987dfb61-68bf-4ac6-a903-edd9fae93748,272b8dc9-f717-4fee-a75d-86a14a28b071,Kolkata DC,3537,612,2925,799,Overstocked
1215bc71-390f-4d56-8b0c-53f2bd280e1d,28f45e57-e8ca-4b2c-bbe9-2e3ee0dac3db,24ce9aa7-17ee-483f-836a-0f8d744d160b,Mumbai DC,3781,113,3668,695,Low Stock
ce5a5452-65b4-4463-b3d7-07a341bbbd05,f5104e01-9cb1-42a3-98bf-e9f22141eeb0,0dfc425f-2faa-49b6-813a-c45bf5f6eaa9,Bengaluru DC,5220,461,4759,452,Overstocked
fb4741a0-b105-42f6-a425-5966aa52063f,bf765933-6a51-481b-a4c5-d6a629b5ab2f,ebef3b12-899b-4756-9d25-bd97c0becde0,Pune DC,759,716,43,878,Overstocked
34513a09-38c3-43b3-879d-eb11cc7f240e,b82171cf-3773-4618-8a17-ec1011bf6894,466af70f-c13f-42f3-a0cf-e93ead91c9af,Chennai DC,4566,124,4442,208,Healthy
0cabac4f-f666-4ad7-8401-624b698e1fa4,3de77a0a-69e2-455c-961c-be1f93f22e5a,9c3e539d-5678-4619-8a97-a835684ef1de,Hyderabad DC,3649,64,3585,520,Healthy
ab9a12d9-87f9-4694-9e1e-88900fc69fcc,4d7b10ac-5cd3-4bc4-addf-328b07d6c2bc,52795fd6-c7cd-4b81-80fe-fa085811277c,Chennai DC,1998,455,1543,237,Healthy
8de5aa22-658c-4e7a-bea4-fe85e0084352,2f942590-3647-4946-8b5d-182c009ffca2,66f96b90-de9d-493e-8c15-15c781ec0b0b,Bengaluru DC,2786,90,2696,616,Healthy
f46fc918-0b29-412b-bba9-0a34429c1062,204358d6-1d2d-4467-b988-5c2c92ed9738,47db9a77-dedc-4ac0-aa9a-e66bb4c1b0a7,Delhi DC,2684,206,2478,90,Healthy
b8191c57-276a-4160-ac8c-163ea1e37a8c,8c32b75a-46ed-4300-a2dd-fb1fb7cf8386,a6fc9df6-0f9b-4aac-b2a6-2ac9cc452ce6,Mumbai DC,2373,159,2214,281,Low Stock
9e5e570f-885a-48de-9704-029c3bb1d9a5,3b436091-ea2c-466d-a04f-fc5e59c0f67f,38598813-629b-4c4e-a882-f645a1145d20,Delhi DC,1462,64,1398,384,Overstocked
27a21b9b-bdc3-4569-a201-2f50fe7aa017,6c7b0277-4346-4fc9-af96-d6bec169d748,823e89f8-4778-4e2b-bf2a-82504ef1c8fc,Chennai DC,2698,397,2301,994,Overstocked
3c53cf4a-4792-435c-8e65-fa4fa1bc0865,1d497ae5-194c-4dfc-89a7-9acd7af3ed97,ae1812a1-2db5-4c36-9b05-8d6fcc9802d5,Mumbai DC,2080,397,1683,66,Healthy
5f497b12-68a7-47be-8e0f-88477c6bfb1b,33e36213-5426-4c79-8f83-22bdc1b8f62e,128ba108-4c57-4b9f-b41a-e94cb1f8db64,Bengaluru DC,4787,567,4220,826,Healthy
8a4e1672-7463-4b42-b657-8c092b7338e1,f6d335b1-c11f-4776-82d2-fe46af9068cd,f1e2d506-7815-4f31-9fba-63d0aaa824cd,Delhi DC,1407,794,613,375,Healthy
6d1822ce-3e34-45c3-a741-ef7b99b1141a,39f3611c-074e-4c20-a7f7-9e29c6da5dd4,eb274cbe-9894-47e2-b26a-3b473f8fd6c6,Mumbai DC,3458,146,3312,534,Healthy
a9b3bd6d-d6b4-4f59-ba7c-f97836e7af40,43b13e03-c533-4ce8-9ae6-3c0e2d745f22,ae4b2912-f3d6-4720-a63b-342ec1e441b5,Bengaluru DC,1055,134,921,544,Healthy
18087121-37b0-4580-8f35-5489df7f2414,1ea5200c-b330-4147-913c-db8b72acddfd,500b9dc0-59c5-4a6f-95be-b6661ad85c08,Delhi DC,2879,146,2733,630,Healthy
47a49985-9352-4b7f-a085-43a46e12264e,b666c418-492d-452d-8f85-8481b1e5ef9c,cd96b8d6-d9fa-4898-bb3b-6edbd64929f0,Hyderabad DC,1651,367,1284,540,Healthy
f282cc1e-b39b-4334-a54c-ecc47499e984,6aff33c4-0b5f-42cd-9424-b8b48c950c06,e3921cf6-0ffd-45f2-adb5-0c91e5602c97,Hyderabad DC,4885,794,4091,535,Overstocked
865a447e-a7cb-48b7-bf16-ac98a3fc74fa,0f3f24f2-c44e-450a-b11d-821f1e7d76c7,3c463d1a-e0aa-47dc-978b-bcaa3994b534,Mumbai DC,3699,295,3404,239,Healthy
80904367-5fda-4e11-a6b0-ee2fc43ae539,00e2efc0-fd18-44f9-8a8d-63a2829d8da5,72a12126-0fe0-4258-b760-77c8f2f631bd,Delhi DC,865,66,799,166,Healthy
4d4f19d0-9636-4bb8-89ee-1631b15df34c,bdfed84e-a2c1-426c-a29c-78c6dfc00a24,cdfae4fe-95b5-40d5-8898-2a0dbb33fed4,Mumbai DC,2008,639,1369,588,Healthy
ac9f50c5-e942-47fa-88a8-2949622649d4,70debb43-9e4d-495b-8ae8-ca1c60b6b0dc,73edaeb5-21bc-4748-b719-0f118c28bd56,Mumbai DC,4097,303,3794,795,Healthy
e8359a57-2bba-420d-b4f2-9d2369dc0bec,b270846c-8ed8-46bd-82a9-e6ae2adac3b0,a22024e9-a766-4d40-bd87-c7d8b6bbd5a2,Mumbai DC,4697,622,4075,200,Healthy
00f090bb-3d11-4b30-8c0f-ed451c60a65d,530563dc-2536-4508-87ab-acfc7c8ed47e,bfe10bbb-d2f7-4274-a0a3-2ce667f32c3a,Mumbai DC,2524,546,1978,975,Healthy
00715112-b1d7-4475-86b1-5c9f6417c39f,aea0e0b9-04ea-4171-a4ab-5503d9f2d7c2,9b510e7c-4ea3-49a8-800d-a7f3cd95197c,Mumbai DC,3387,714,2673,664,Overstocked
eb3c3a62-4014-4242-9ec9-bd4d711bcc88,366a6546-5672-4d73-9e2a-04a87a64129d,1a391e38-b9d8-4628-9e4f-6961329804d9,Bengaluru DC,3111,211,2900,497,Healthy
c862cdd9-cf96-4f8e-972d-3d06e1108c3e,124cbc3e-3e72-4568-b51c-9f0bf5dece7d,4bdfb83b-b3ba-42f1-a716-40054e450de3,Bengaluru DC,3007,416,2591,957,Low Stock
c3d307dd-edb8-41a3-9922-dad2ef85a734,baedd913-1014-4627-94b0-0ab54b91cc99,657e2026-fde2-4252-8ec0-51d7821c7ead,Hyderabad DC,636,197,439,366,Healthy
5190eeaa-cd81-4eef-be56-3c8db87e25a2,4714edcb-f038-4777-b655-23288bf35aac,a0ce9422-25c9-4e95-806a-105a689d8f83,Delhi DC,111,11,100,92,Healthy
b425ec0b-1e36-4e07-9b18-1a5e4ac88c84,adb42138-5686-4559-a7ad-8e9ef5e0ee72,56d68c38-1a38-46f2-9bbf-c899143a0560,Bengaluru DC,652,335,317,811,Healthy
5591eeca-66d4-4a7e-a625-2edc2579ee14,0dec10a2-ebbd-4aa5-8079-2bb756b9fb0b,fe6394a5-ad7d-4404-baa1-2b72eac04d1e,Mumbai DC,1351,739,612,376,Healthy
0ef2ef25-b81f-4b2b-9110-768624f84463,c52142ff-d22b-4abb-9d65-6c2ab28d169f,5d95a3f5-fa80-464c-8f7f-0f91f1963831,Pune DC,4482,619,3863,563,Healthy
b46c9571-db84-45bb-a36c-f5c0885c2d10,6b18b67d-6050-45b3-bfd2-aedd6207a164,d6c1c36a-cb95-43bf-a47e-8def6783b003,Pune DC,602,349,253,829,Low Stock
39428c4e-5cc6-4df6-b4a2-3e5d060e3972,5844260b-4c81-40e0-bd6c-45691fbb04e3,2a779044-e094-4c7f-aaec-cbd96fb76321,Kolkata DC,3044,188,2856,587,Healthy
91ee4c7c-81bf-4968-8fbc-e3bbc3acd736,425a6c0a-7cd3-4891-857f-a1cb610c33c9,9d1f63e5-662f-4a11-8fed-35679ca3ffd5,Mumbai DC,956,514,442,816,Overstocked
bbd198a4-00a9-4aec-b4c0-b752a8a24aba,9387ee1c-aeaf-4faa-a7cb-ff36a3c1effa,f458b67e-c6d7-40e4-9b19-69c38eafd1e1,Hyderabad DC,2343,70,2273,170,Healthy
3402ff7b-9529-47e7-b97e-bdbf2c7e7cb2,de478426-3723-426d-9f36-5673faaf6729,6c674186-307a-4af4-9ce9-82d028cf5f21,Mumbai DC,2562,582,1980,376,Healthy
019bb0aa-d75c-41d8-b094-12aab79316b4,4befa01b-d59d-4232-8fd4-214dc820b00b,d6a5c954-39dc-474d-ab2a-123f49cff920,Bengaluru DC,3971,86,3885,561,Healthy
fdd7a829-a6a4-40c3-8074-693b0c7d2599,32f2c92b-3b2f-4d52-af44-05e3195db0ab,2927a103-05c7-451d-bddf-f1e002894487,Hyderabad DC,3187,330,2857,317,Healthy
e9392c81-fb8b-49a7-a785-cd3e9477b761,cf4b7f07-8d06-4918-a43b-cf446129e667,a92b5a67-36ee-4235-93c0-af5c51ea0e5a,Chennai DC,4859,783,4076,193,Healthy
d49bcc42-335a-442c-a1a7-df094ee18012,a74ae152-9d4e-42c8-a9fd-ecb2ce6b5c18,96bc67ec-1473-4d32-86a6-9d0abf66d24d,Hyderabad DC,318,195,123,152,Low Stock
6bc84dce-5c93-44ed-9403-0e9385658a1a,37423b31-dc4d-4484-a902-b9ec6ffc6d2b,1252f2b3-19cd-4ca0-8e68-81ec9ee27712,Chennai DC,5086,172,4914,973,Overstocked
e86bfd16-6447-46f6-9e95-9d7f72511137,8d8455ea-0f15-43a0-882f-fb439c8c5d62,327cccb3-a02c-4add-bace-fd6abf922a34,Mumbai DC,3448,642,2806,126,Low Stock
54e328f1-c84b-46fc-9ff1-de27dd6d6b64,a631e609-0d0d-49eb-b9a6-a8e56f4e6f7d,b38a38b6-6003-43d1-9853-e3209caeaf36,Hyderabad DC,2367,175,2192,723,Healthy
1df7990c-d329-465e-8576-6b35c94835ed,fdfe5d0f-6a0d-4106-b687-65adad774ad3,dd1be2d5-999c-45f5-94ba-96df81476e48,Delhi DC,1523,224,1299,853,Overstocked
dd709633-a983-4415-8fd1-80929653f457,d7efaf11-c97a-4776-939a-9dbe96717b35,bcec816f-2281-42a5-8f61-7198ade59e3c,Delhi DC,4001,294,3707,929,Healthy
63486c3b-7f01-4a8c-9f15-c723b5d70678,b500404f-f16b-4d38-88ad-6b95a6815d2d,c4e101d2-6fdb-4527-b007-9ac2bfdc2453,Mumbai DC,337,65,272,888,Overstocked
