Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Sales,Date,Time,Payment,cogs,gross margin percentage,gross income,Rating
71e427ef-02cb-4468-885b-2b157eee2032,Alex,Yangon,Member,Female,Health and beauty,68.93,7,24.1255,506.6355,3/11/2019,11:03:00 AM,Credit card,482.51,4.761904762,24.1255,4.6
3b219320-eaf5-4843-ae6f-4d0d6be46aff,Alex,Yangon,Member,Female,Sports and travel,72.61,6,21.783,457.443,1/1/2019,10:39:00 AM,Credit card,435.66,4.761904762,21.783,6.9
47d1f262-b1d3-474b-b79d-f5dd0c2e415a,Alex,Yangon,Member,Female,Food and beverages,54.67,3,8.2005,172.2105,1/21/2019,6:00:00 PM,Credit card,164.01,4.761904762,8.2005,8.6
08bb7e65-a8ec-4a41-9bf7-fce50477b6d8,Cairo,Mandalay,Member,Female,Home and lifestyle,40.3,2,4.03,84.63,3/11/2019,3:30:00 PM,Ewallet,80.6,4.761904762,4.03,4.4
c5555e20-1084-4bfd-8ee7-45a726deb381,Giza,Naypyitaw,Member,Female,Electronic accessories,86.04,5,21.51,451.71,2/25/2019,11:24:00 AM,Ewallet,430.2,4.761904762,21.51,4.8
3ffcf4ed-db7e-48d5-b73b-7ba738f808b4,Cairo,Mandalay,Member,Female,Health and beauty,87.98,3,13.197,277.137,3/5/2019,10:40:00 AM,Ewallet,263.94,4.761904762,13.197,5.1
93d2d32e-af61-44fd-9c27-7279d3d2f459,Cairo,Mandalay,Member,Female,Home and lifestyle,33.2,2,3.32,69.72,3/15/2019,12:20:00 PM,Credit card,66.4,4.761904762,3.32,4.4
6bae773c-d781-4128-bdce-78449244ae04,Alex,Yangon,Member,Female,Electronic accessories,34.56,5,8.64,181.44,2/17/2019,11:15:00 AM,Ewallet,172.8,4.761904762,8.64,9.9
5b3c28f5-9938-47d3-b77d-9a33df729fad,Alex,Yangon,Member,Female,Sports and travel,88.63,3,13.2945,279.1845,3/2/2019,5:36:00 PM,Ewallet,265.89,4.761904762,13.2945,6.0
e9f2fcab-03ea-4e83-9753-66380cb2564c,Alex,Yangon,Member,Female,Home and lifestyle,52.59,8,21.036,441.756,3/22/2019,7:20:00 PM,Credit card,420.72,4.761904762,21.036,8.5
b5f7c6d2-de3f-4870-aa38-bea8935b09bf,Cairo,Mandalay,Member,Female,Fashion accessories,33.52,1,1.676,35.196,2/8/2019,3:31:00 PM,Cash,33.52,4.761904762,1.676,6.7
47d7069a-d2b3-46eb-bd63-4239ff054986,Alex,Yangon,Member,Female,Fashion accessories,87.67,2,8.767,184.107,3/10/2019,12:17:00 PM,Credit card,175.34,4.761904762,8.767,7.7
48eab5b8-41e6-41a7-afe1-ec2631973c8d,Cairo,Mandalay,Member,Female,Food and beverages,88.36,5,22.09,463.89,1/25/2019,7:48:00 PM,Cash,441.8,4.761904762,22.09,9.6
05ec5ad2-601c-4cf0-b69a-684c0b2faa49,Alex,Yangon,Member,Female,Health and beauty,24.89,9,11.2005,235.2105,3/15/2019,3:36:00 PM,Cash,224.01,4.761904762,11.2005,7.4
a09b0797-0287-4456-906a-a8a7c6a380e2,Cairo,Mandalay,Member,Female,Fashion accessories,94.13,5,23.5325,494.1825,2/25/2019,7:39:00 PM,Credit card,470.65,4.761904762,23.5325,4.8
c98055d1-f21d-4b08-ab39-28932186a41e,Cairo,Mandalay,Member,Female,Sports and travel,78.07,9,35.1315,737.7615,1/28/2019,12:43:00 PM,Cash,702.63,4.761904762,35.1315,4.5
96eb0928-088d-44cb-959b-9f7cf74c4dc2,Cairo,Mandalay,Member,Female,Sports and travel,83.78,8,33.512,703.752,1/10/2019,2:49:00 PM,Cash,670.24,4.761904762,33.512,5.1
0a7d0b92-f2b9-49f2-97f7-978113c61fe7,Alex,Yangon,Member,Female,Health and beauty,96.58,2,9.658,202.818,3/15/2019,10:12:00 AM,Credit card,193.16,4.761904762,9.658,5.1
3fe75244-4b08-4766-bd0e-bf8a9059bdf7,Giza,Naypyitaw,Member,Female,Food and beverages,99.42,4,19.884,417.564,2/6/2019,10:42:00 AM,Ewallet,397.68,4.761904762,19.884,7.5
ff2936b4-0336-46c6-a807-f1520020ca4a,Giza,Naypyitaw,Member,Female,Sports and travel,68.12,1,3.406,71.526,1/7/2019,12:28:00 PM,Ewallet,68.12,4.761904762,3.406,6.8
5e490596-fb37-4a67-bc0d-84beb493d2d1,Alex,Yangon,Member,Female,Sports and travel,62.62,5,15.655,328.755,3/10/2019,7:15:00 PM,Ewallet,313.1,4.761904762,15.655,7.0
91119794-9e94-4828-bf3b-43cfa98f7fb5,Alex,Yangon,Member,Female,Electronic accessories,60.88,9,27.396,575.316,1/15/2019,5:17:00 PM,Ewallet,547.92,4.761904762,27.396,4.7
be3f6f7f-24d1-4a47-bc4f-a559666c0f09,Giza,Naypyitaw,Member,Female,Health and beauty,54.92,8,21.968,461.328,3/23/2019,1:24:00 PM,Ewallet,439.36,4.761904762,21.968,7.6
ccae8917-aeea-438f-b655-3bf15392596f,Cairo,Mandalay,Member,Female,Home and lifestyle,30.12,8,12.048,253.008,3/3/2019,1:01:00 PM,Cash,240.96,4.761904762,12.048,7.7
a81fda0a-fc66-4c5c-b17a-664cb2621164,Cairo,Mandalay,Member,Female,Home and lifestyle,86.72,1,4.336,91.056,1/17/2019,6:45:00 PM,Ewallet,86.72,4.761904762,4.336,7.9
7c03403e-ee54-41d7-89d6-28cdcaabbbe2,Giza,Naypyitaw,Member,Female,Home and lifestyle,56.11,2,5.611,117.831,2/2/2019,10:11:00 AM,Cash,112.22,4.761904762,5.611,6.3
9b52c6f6-72ca-4092-823b-ac9991bf2430,Cairo,Mandalay,Member,Female,Sports and travel,69.12,6,20.736,435.456,2/8/2019,1:03:00 PM,Cash,414.72,4.761904762,20.736,5.6
b1a9dbf7-1cb7-4e73-9474-8e7ddbea383e,Giza,Naypyitaw,Member,Female,Food and beverages,98.7,8,39.48,829.08,3/4/2019,8:39:00 PM,Cash,789.6,4.761904762,39.48,7.6
c1bfed3f-130c-48b5-aaaa-ba4a7b11fab9,Giza,Naypyitaw,Member,Female,Health and beauty,15.37,2,1.537,32.277,3/16/2019,7:47:00 PM,Cash,30.74,4.761904762,1.537,7.2
a45e27ed-0842-4f23-ab8a-8e9fd6d7f50d,Cairo,Mandalay,Member,Female,Electronic accessories,93.96,4,18.792,394.632,3/9/2019,6:00:00 PM,Cash,375.84,4.761904762,18.792,9.5
47ff8e95-4052-465e-a7f4-4fc14a1f17a3,Cairo,Mandalay,Member,Female,Health and beauty,56.69,9,25.5105,535.7205,2/27/2019,5:24:00 PM,Credit card,510.21,4.761904762,25.5105,8.4
d4ae09e0-b987-4458-a518-021e04a0ac78,Cairo,Mandalay,Member,Female,Food and beverages,20.01,9,9.0045,189.0945,2/6/2019,3:47:00 PM,Ewallet,180.09,4.761904762,9.0045,4.1
bb5c8da2-570e-4560-8d70-b2d3576dcf74,Cairo,Mandalay,Member,Female,Electronic accessories,18.93,6,5.679,119.259,2/10/2019,12:45:00 PM,Credit card,113.58,4.761904762,5.679,8.1
3299d153-6120-4689-9f8e-7b1ad56e0c3f,Giza,Naypyitaw,Member,Female,Fashion accessories,82.63,10,41.315,867.615,3/19/2019,5:08:00 PM,Ewallet,826.3,4.761904762,41.315,7.9
c0b16102-609e-4a07-b7d5-9cf3e4772ad0,Giza,Naypyitaw,Member,Female,Food and beverages,91.4,7,31.99,671.79,2/3/2019,10:19:00 AM,Cash,639.8,4.761904762,31.99,9.5
c03369eb-5f07-4365-a90e-9afd0b6effbe,Alex,Yangon,Member,Female,Food and beverages,44.59,5,11.1475,234.0975,2/10/2019,3:10:00 PM,Cash,222.95,4.761904762,11.1475,8.5
6f111fa6-0742-4d93-87c9-f847889d9dd8,Cairo,Mandalay,Member,Female,Fashion accessories,17.87,4,3.574,75.054,3/22/2019,2:42:00 PM,Ewallet,71.48,4.761904762,3.574,6.5
d2bee786-4d1a-44b4-8e37-df18c70ce98a,Giza,Naypyitaw,Member,Female,Fashion accessories,15.43,1,0.7715,16.2015,1/25/2019,3:46:00 PM,Credit card,15.43,4.761904762,0.7715,6.1
1aafcce1-fff0-472b-81b0-32a292bdc271,Cairo,Mandalay,Member,Female,Home and lifestyle,16.16,2,1.616,33.936,3/7/2019,11:49:00 AM,Ewallet,32.32,4.761904762,1.616,6.5
9ebfec0b-61ca-42cc-b4e5-e8f24634859d,Giza,Naypyitaw,Member,Female,Electronic accessories,85.98,8,34.392,722.232,2/28/2019,7:01:00 PM,Cash,687.84,4.761904762,34.392,8.2
cf2a8621-96db-4c9d-9e46-b4a916d613d4,Alex,Yangon,Member,Female,Home and lifestyle,44.34,2,4.434,93.114,3/27/2019,11:26:00 AM,Cash,88.68,4.761904762,4.434,5.8
dbe4e74f-9d5a-4c66-a3e9-dd7362b6f69f,Alex,Yangon,Member,Female,Health and beauty,89.6,8,35.84,752.64,2/7/2019,11:28:00 AM,Ewallet,716.8,4.761904762,35.84,6.6
01fdcb7c-7817-491a-8790-d42a3d2440a0,Alex,Yangon,Member,Female,Home and lifestyle,72.35,10,36.175,759.675,1/20/2019,3:55:00 PM,Cash,723.5,4.761904762,36.175,5.4
e8922b67-4573-4a95-8721-492a8e1779cf,Giza,Naypyitaw,Member,Female,Electronic accessories,30.61,6,9.183,192.843,3/12/2019,8:36:00 PM,Cash,183.66,4.761904762,9.183,9.3
3a25c09c-d353-444e-99e7-8f4cebabd257,Giza,Naypyitaw,Member,Female,Sports and travel,24.74,3,3.711,77.931,2/15/2019,5:47:00 PM,Credit card,74.22,4.761904762,3.711,10.0
8f8ae136-5678-4380-b7f3-927ce872b79e,Giza,Naypyitaw,Member,Female,Home and lifestyle,55.73,6,16.719,351.099,2/24/2019,10:55:00 AM,Ewallet,334.38,4.761904762,16.719,7.0
8a5d4487-5738-41e9-9bae-3740c88655dd,Cairo,Mandalay,Member,Female,Sports and travel,55.07,9,24.7815,520.4115,2/3/2019,1:40:00 PM,Ewallet,495.63,4.761904762,24.7815,10.0
310f7b89-4e10-4118-b7f3-2eefba67b614,Alex,Yangon,Member,Female,Sports and travel,15.81,10,7.905,166.005,3/6/2019,12:27:00 PM,Credit card,158.1,4.761904762,7.905,8.6
bafa31ba-1b58-4631-9803-6196d59eab40,Cairo,Mandalay,Member,Female,Health and beauty,75.74,4,15.148,318.108,2/14/2019,2:35:00 PM,Cash,302.96,4.761904762,15.148,7.6
a9d882b5-a4fd-4f7a-9748-73a7a3117317,Alex,Yangon,Member,Female,Health and beauty,15.87,10,7.935,166.635,3/13/2019,4:40:00 PM,Cash,158.7,4.761904762,7.935,5.8
bc912114-823f-44a6-8e97-adef3c349e27,Giza,Naypyitaw,Member,Female,Health and beauty,33.47,2,3.347,70.287,2/10/2019,3:43:00 PM,Ewallet,66.94,4.761904762,3.347,6.7
e2755ffe-daf6-4c7f-9bac-6d3e82229149,Cairo,Mandalay,Member,Female,Fashion accessories,97.61,6,29.283,614.943,1/7/2019,3:01:00 PM,Ewallet,585.66,4.761904762,29.283,9.9
a0d5715c-a39e-458b-8333-f5c433d40a1d,Alex,Yangon,Member,Female,Sports and travel,78.77,10,39.385,827.085,1/24/2019,10:04:00 AM,Cash,787.7,4.761904762,39.385,6.4
02750ba9-15bc-44b4-885e-91b3cf008fb0,Alex,Yangon,Member,Female,Health and beauty,18.33,1,0.9165,19.2465,2/2/2019,6:50:00 PM,Cash,18.33,4.761904762,0.9165,4.3
6f836da9-b52f-45a8-926d-da9c61ffbec2,Giza,Naypyitaw,Member,Female,Food and beverages,89.48,10,44.74,939.54,1/6/2019,12:46:00 PM,Credit card,894.8,4.761904762,44.74,9.6
d01b7c78-532a-4fc5-9d7b-4b632249768a,Giza,Naypyitaw,Member,Female,Fashion accessories,62.12,10,31.06,652.26,2/11/2019,4:19:00 PM,Cash,621.2,4.761904762,31.06,5.9
7cc9fe1e-b23b-427b-ae35-f29573e3b92a,Cairo,Mandalay,Member,Female,Food and beverages,48.52,3,7.278,152.838,3/5/2019,6:17:00 PM,Ewallet,145.56,4.761904762,7.278,4.0
07f4d470-f820-465e-bea7-3e1e96828b71,Giza,Naypyitaw,Member,Female,Electronic accessories,75.91,6,22.773,478.233,3/9/2019,6:21:00 PM,Cash,455.46,4.761904762,22.773,8.7
82920c3e-ef5e-446e-a012-895b7a73a54e,Alex,Yangon,Member,Female,Home and lifestyle,74.67,9,33.6015,705.6315,1/22/2019,10:55:00 AM,Ewallet,672.03,4.761904762,33.6015,9.4
461aebab-e1ef-4e4c-b315-c747244555af,Giza,Naypyitaw,Member,Female,Electronic accessories,41.65,10,20.825,437.325,1/13/2019,5:04:00 PM,Credit card,416.5,4.761904762,20.825,5.4
6898943d-1fec-42c1-ab0f-0488ebb40399,Giza,Naypyitaw,Member,Female,Fashion accessories,49.04,9,22.068,463.428,1/9/2019,2:20:00 PM,Credit card,441.36,4.761904762,22.068,8.6
fe8ba410-79c0-4884-8c01-e79e4f69fe02,Alex,Yangon,Member,Female,Fashion accessories,20.01,9,9.0045,189.0945,1/12/2019,3:48:00 PM,Credit card,180.09,4.761904762,9.0045,5.7
3eff0c54-a321-4741-ad1d-bb60d7797019,Giza,Naypyitaw,Member,Female,Food and beverages,78.31,10,39.155,822.255,3/5/2019,4:24:00 PM,Ewallet,783.1,4.761904762,39.155,6.6
fdb481d0-6247-4d92-9ef2-db040ee5a05d,Giza,Naypyitaw,Member,Female,Health and beauty,20.38,5,5.095,106.995,1/22/2019,6:56:00 PM,Cash,101.9,4.761904762,5.095,6.0
f2641433-4c27-472c-9c4a-ca3d07f9186c,Giza,Naypyitaw,Member,Female,Health and beauty,99.19,6,29.757,624.897,1/21/2019,2:42:00 PM,Credit card,595.14,4.761904762,29.757,5.5
98c089d7-36cc-481c-8458-8969c2f60136,Cairo,Mandalay,Member,Female,Food and beverages,96.68,3,14.502,304.542,1/26/2019,7:56:00 PM,Ewallet,290.04,4.761904762,14.502,6.4
0fe44af7-b2c9-4f90-8f1a-37296b66c066,Giza,Naypyitaw,Member,Female,Food and beverages,19.25,8,7.7,161.7,1/23/2019,6:37:00 PM,Ewallet,154.0,4.761904762,7.7,6.6
1c6db2c0-e9be-4d43-aae8-f4514728d48f,Giza,Naypyitaw,Member,Female,Food and beverages,80.36,4,16.072,337.512,2/23/2019,6:45:00 PM,Credit card,321.44,4.761904762,16.072,8.3
e92f329e-79eb-4d0b-b2bf-314fdf8b9f32,Giza,Naypyitaw,Member,Female,Sports and travel,48.91,5,12.2275,256.7775,3/9/2019,10:17:00 AM,Cash,244.55,4.761904762,12.2275,6.6
1f38aded-ab37-453a-ab6b-ece01e169a1c,Giza,Naypyitaw,Member,Female,Sports and travel,83.06,7,29.071,610.491,3/5/2019,2:31:00 PM,Ewallet,581.42,4.761904762,29.071,4.0
c79b028b-60ea-49e5-8833-5997b2e085ce,Giza,Naypyitaw,Member,Female,Fashion accessories,76.52,5,19.13,401.73,3/25/2019,10:23:00 AM,Cash,382.6,4.761904762,19.13,9.9
43147fce-7eb6-4af7-ac6c-848ae4831480,Alex,Yangon,Member,Female,Food and beverages,49.38,7,17.283,362.943,3/27/2019,8:35:00 PM,Credit card,345.66,4.761904762,17.283,7.3
6fda001d-f447-4c0d-b92a-84e6cf83277e,Alex,Yangon,Member,Female,Sports and travel,42.47,1,2.1235,44.5935,1/2/2019,4:57:00 PM,Cash,42.47,4.761904762,2.1235,5.7
bf9a50e9-1da9-4db6-bb96-464b7c75b4c8,Cairo,Mandalay,Member,Female,Health and beauty,76.99,6,23.097,485.037,2/27/2019,5:55:00 PM,Cash,461.94,4.761904762,23.097,6.1
01c90df3-8520-43b8-9ea1-c11cc9068cae,Giza,Naypyitaw,Member,Female,Home and lifestyle,47.38,4,9.476,198.996,1/23/2019,10:25:00 AM,Cash,189.52,4.761904762,9.476,7.1
d9231e20-d741-4a37-a603-b6c5151eeb83,Giza,Naypyitaw,Member,Female,Sports and travel,44.86,10,22.43,471.03,1/26/2019,7:54:00 PM,Ewallet,448.6,4.761904762,22.43,8.2
ced54299-42df-4074-a33b-1c820caf66f0,Alex,Yangon,Member,Female,Sports and travel,21.98,7,7.693,161.553,1/10/2019,4:42:00 PM,Ewallet,153.86,4.761904762,7.693,5.1
b8f0e3bc-c6c1-49e3-ad08-69b332999d01,Cairo,Mandalay,Member,Female,Health and beauty,64.36,9,28.962,608.202,3/12/2019,12:09:00 PM,Credit card,579.24,4.761904762,28.962,8.6
407d89e6-dce2-4d95-af12-155d02753159,Giza,Naypyitaw,Member,Female,Health and beauty,89.75,1,4.4875,94.2375,2/6/2019,8:05:00 PM,Credit card,89.75,4.761904762,4.4875,6.6
02db359c-cbbd-4018-9108-cfd5266c6dce,Alex,Yangon,Member,Female,Electronic accessories,97.16,1,4.858,102.018,3/8/2019,8:38:00 PM,Ewallet,97.16,4.761904762,4.858,7.2
1e4b50ec-177f-4727-8d88-ef53e4159498,Cairo,Mandalay,Member,Female,Health and beauty,87.87,10,43.935,922.635,3/29/2019,10:25:00 AM,Ewallet,878.7,4.761904762,43.935,5.1
90734ba7-e907-4292-a74b-1f6ccd06e889,Giza,Naypyitaw,Member,Female,Electronic accessories,12.45,6,3.735,78.435,2/9/2019,1:11:00 PM,Cash,74.7,4.761904762,3.735,4.1
11f12b28-f320-442a-bed7-a7fc9172d55d,Alex,Yangon,Member,Female,Food and beverages,52.75,3,7.9125,166.1625,3/23/2019,10:16:00 AM,Ewallet,158.25,4.761904762,7.9125,9.3
fc2e25a5-5a85-441b-be8e-7f4790551ffd,Cairo,Mandalay,Member,Female,Home and lifestyle,82.7,6,24.81,521.01,3/5/2019,6:14:00 PM,Cash,496.2,4.761904762,24.81,7.4
d1e7626d-7bb4-43a3-a2ba-86d8570b0a78,Giza,Naypyitaw,Member,Female,Fashion accessories,48.71,1,2.4355,51.1455,3/26/2019,7:20:00 PM,Cash,48.71,4.761904762,2.4355,4.1
973bd15a-180b-471b-97de-6b2f24525c33,Giza,Naypyitaw,Member,Female,Fashion accessories,78.55,9,35.3475,742.2975,3/1/2019,1:22:00 PM,Cash,706.95,4.761904762,35.3475,7.2
6f45f2e2-3756-4d44-a25a-7269b5317d96,Giza,Naypyitaw,Member,Female,Electronic accessories,23.07,9,10.3815,218.0115,2/1/2019,11:27:00 AM,Cash,207.63,4.761904762,10.3815,4.9
39d3be7e-34a7-48c7-b617-fc8068fbdb88,Alex,Yangon,Member,Female,Food and beverages,58.26,6,17.478,367.038,3/28/2019,4:44:00 PM,Cash,349.56,4.761904762,17.478,9.9
14f0c08c-a9a1-471a-977b-3a713b9cbf22,Cairo,Mandalay,Member,Female,Health and beauty,30.35,7,10.6225,223.0725,3/19/2019,6:19:00 PM,Cash,212.45,4.761904762,10.6225,8.0
39378198-8a9f-4c37-a6c2-8968b1191435,Alex,Yangon,Member,Female,Electronic accessories,88.67,10,44.335,931.035,1/12/2019,2:50:00 PM,Ewallet,886.7,4.761904762,44.335,7.3
1fef374c-1d7a-4645-aaf5-6002da8877e6,Giza,Naypyitaw,Member,Female,Fashion accessories,27.38,6,8.214,172.494,1/5/2019,8:54:00 PM,Credit card,164.28,4.761904762,8.214,7.9
fcbf21ca-fc19-4faf-9824-877df99ad22c,Alex,Yangon,Member,Female,Sports and travel,62.13,6,18.639,391.419,3/22/2019,8:19:00 PM,Cash,372.78,4.761904762,18.639,7.4
4114121b-a747-457d-8c30-fb1eb06d1ba5,Giza,Naypyitaw,Member,Female,Food and beverages,33.98,9,15.291,321.111,3/24/2019,10:43:00 AM,Cash,305.82,4.761904762,15.291,4.2
51b6d143-590e-45e9-bb25-f8b794caa24c,Giza,Naypyitaw,Member,Female,Electronic accessories,81.97,10,40.985,860.685,3/3/2019,2:30:00 PM,Cash,819.7,4.761904762,40.985,9.2
d8e6f723-2b87-4bc9-922a-f05c19454ae6,Cairo,Mandalay,Member,Female,Sports and travel,16.49,2,1.649,34.629,2/5/2019,11:32:00 AM,Ewallet,32.98,4.761904762,1.649,4.6
73299013-1d2e-4649-aede-53831e8f3bdc,Giza,Naypyitaw,Member,Female,Health and beauty,98.21,3,14.7315,309.3615,2/5/2019,10:41:00 AM,Credit card,294.63,4.761904762,14.7315,7.8
2019e5fe-ad08-4d44-85ac-22a7e5624e35,Cairo,Mandalay,Member,Female,Fashion accessories,72.84,7,25.494,535.374,2/15/2019,12:44:00 PM,Cash,509.88,4.761904762,25.494,8.4
67137f77-7374-4a23-8f4b-581e144543db,Alex,Yangon,Member,Female,Home and lifestyle,58.07,9,26.1315,548.7615,1/19/2019,8:07:00 PM,Ewallet,522.63,4.761904762,26.1315,4.3
8384b6bc-d4d7-48b6-83ec-1f985064427c,Giza,Naypyitaw,Member,Female,Home and lifestyle,80.79,9,36.3555,763.4655,2/1/2019,8:31:00 PM,Credit card,727.11,4.761904762,36.3555,9.5
12222460-df0f-47e8-9f33-dd5a1ddcf5b3,Giza,Naypyitaw,Member,Female,Fashion accessories,27.02,3,4.053,85.113,3/2/2019,1:01:00 PM,Credit card,81.06,4.761904762,4.053,7.1
2c3184da-fbc5-4526-b9bd-d719ff0bdf76,Cairo,Mandalay,Member,Female,Fashion accessories,21.94,5,5.485,115.185,3/5/2019,12:29:00 PM,Ewallet,109.7,4.761904762,5.485,5.3
ee16171c-2e1b-4fb6-9bff-5c4de204788b,Cairo,Mandalay,Member,Female,Fashion accessories,51.36,1,2.568,53.928,1/16/2019,3:26:00 PM,Ewallet,51.36,4.761904762,2.568,5.2
09cb893b-131e-4127-9afe-6f4a1a61e8d6,Alex,Yangon,Member,Female,Food and beverages,10.96,10,5.48,115.08,2/2/2019,8:48:00 PM,Ewallet,109.6,4.761904762,5.48,6.0
9cbda89e-ab1a-40c9-8e00-0299b0b00a89,Cairo,Mandalay,Member,Female,Home and lifestyle,53.44,2,5.344,112.224,1/20/2019,8:38:00 PM,Ewallet,106.88,4.761904762,5.344,4.1
9955ce21-b61f-4a1c-bba3-326cf589fef1,Alex,Yangon,Member,Female,Electronic accessories,99.56,8,39.824,836.304,2/14/2019,5:03:00 PM,Credit card,796.48,4.761904762,39.824,5.2
421c30bf-42da-4a16-a8ab-a3a509f4c9f2,Giza,Naypyitaw,Member,Female,Sports and travel,57.12,7,19.992,419.832,1/12/2019,12:02:00 PM,Credit card,399.84,4.761904762,19.992,6.5
3995929b-9e5e-4b09-9970-858a81b5f571,Cairo,Mandalay,Member,Female,Sports and travel,99.96,9,44.982,944.622,3/9/2019,5:26:00 PM,Credit card,899.64,4.761904762,44.982,4.2
dfceda90-79b5-4205-b02d-c468b35ef95b,Giza,Naypyitaw,Member,Female,Home and lifestyle,63.91,8,25.564,536.844,3/13/2019,7:52:00 PM,Credit card,511.28,4.761904762,25.564,4.6
025d0fb1-b50f-4171-8f17-d9e9c8885b6b,Cairo,Mandalay,Member,Female,Fashion accessories,56.47,8,22.588,474.348,3/9/2019,2:57:00 PM,Ewallet,451.76,4.761904762,22.588,7.3
f17cd5f2-d387-452f-be1d-eac398df30e8,Alex,Yangon,Member,Female,Home and lifestyle,93.69,7,32.7915,688.6215,3/10/2019,6:44:00 PM,Credit card,655.83,4.761904762,32.7915,4.5
36a7c224-34d0-4ad7-b25b-3b929c9909e6,Alex,Yangon,Member,Female,Sports and travel,32.25,5,8.0625,169.3125,1/27/2019,1:26:00 PM,Cash,161.25,4.761904762,8.0625,9.0
c513dc2a-0188-407a-8bfc-d7f0d6c48684,Giza,Naypyitaw,Member,Female,Fashion accessories,31.73,9,14.2785,299.8485,1/8/2019,4:17:00 PM,Credit card,285.57,4.761904762,14.2785,5.9
58b6e4e1-dd08-41e8-bdbe-b18fb3107b48,Giza,Naypyitaw,Member,Female,Food and beverages,68.54,8,27.416,575.736,1/8/2019,3:57:00 PM,Ewallet,548.32,4.761904762,27.416,8.5
c936d129-c7a4-4bb2-a359-817add53c25a,Cairo,Mandalay,Member,Female,Sports and travel,90.28,9,40.626,853.146,2/8/2019,11:15:00 AM,Ewallet,812.52,4.761904762,40.626,7.2
b09c42fd-d590-47f8-8992-fe0f6a38a006,Cairo,Mandalay,Normal,Female,Fashion accessories,39.62,7,13.867,291.207,1/25/2019,1:18:00 PM,Cash,277.34,4.761904762,13.867,7.5
