po_id,supplier_id,product_id,po_date,quantity,unit_cost,total_value,order_status
PROD0047,PROD0047,PROD0179,2025-06-13,1852,11740.85812985386,12154358.128175251,Partially Received
PROD0048,PROD0048,PROD0179,2025-03-31,1476,20516.8165191665,26898245.86148609,Delivered
PROD0049,PROD0049,PROD0179,2026-08-05,1833,19562.81588268474,25102917.779489256,Partially Received
PROD0050,PROD0050,PROD0179,2025-05-23,1949,14561.19107791228,20825263.749365013,Partially Received
PROD0051,PROD0051,PROD0179,2026-01-21,1570,19779.55157678973,19248408.691720072,Delivered
PROD0052,PROD0052,PROD0179,2026-03-06,1756,17667.770256286753,25284021.921158317,In Transit
PROD0053,PROD0053,PROD0179,2025-08-27,1900,14219.475397306127,18621921.371547267,Delivered
PROD0054,PROD0054,PROD0179,2025-05-12,1803,20307.24091106249,27171704.64256134,Delivered
PROD0055,PROD0055,PROD0179,2025-04-16,1287,13515.359928915295,12047947.71784189,Delivered
PROD0056,PROD0056,PROD0179,2026-07-03,2032,16679.168113327774,26655725.569362935,Delivered
PROD0057,PROD0057,PROD0151,2026-04-06,1761,17646.96770668157,20215510.99114624,Cancelled
PROD0058,PROD0058,PROD0151,2026-06-20,1541,17463.452232294672,15822365.916363345,Delivered
PROD0059,PROD0059,PROD0151,2026-06-17,1965,18792.266311467836,28836177.72083731,In Transit
PROD0060,PROD0060,PROD0151,2025-08-27,1631,16823.476884898962,19079047.76164799,Delivered
PROD0061,PROD0061,PROD0151,2026-08-14,1468,13364.110052333459,13103915.283359604,Delivered
PROD0062,PROD0062,PROD0151,2025-04-19,1485,12784.49819946373,14447233.657871528,Delivered
PROD0063,PROD0063,PROD0151,2025-09-28,1453,19496.686363839086,17360259.40636733,Delivered
PROD0064,PROD0064,PROD0151,2026-05-16,1704,11801.950830600757,12535155.165367346,In Transit
PROD0065,PROD0065,PROD0151,2026-06-06,2048,14563.595818107595,21218579.680053517,Cancelled
PROD0066,PROD0066,PROD0151,2026-03-10,2016,17605.299645779392,26046511.411363304,Delivered
PROD0067,PROD0067,PROD0151,2025-11-27,1677,17348.106181876945,20164487.79290205,Cancelled
PROD0068,PROD0068,PROD0151,2025-10-14,1410,13177.684929318251,13228748.637598382,In Transit
PROD0069,PROD0069,PROD0151,2025-03-23,2065,20257.27494694715,29669355.941679392,In Transit
PROD0070,PROD0070,PROD0151,2026-03-26,1821,20247.796618032444,27584817.6621376,Delivered
PROD0071,PROD0071,PROD0151,2025-08-12,1316,17928.673318492747,14361558.848137967,Delivered
PROD0072,PROD0072,PROD0151,2026-03-30,1724,18380.6836705377,24191997.418013323,Partially Received
PROD0073,PROD0073,PROD0151,2025-11-25,1872,12642.71905273879,16151556.798305396,In Transit
PROD0074,PROD0074,PROD0151,2025-03-31,1820,18834.867983700413,25137785.666147813,Delivered
PROD0075,PROD0075,PROD0042,2025-07-24,1442,18912.838699022075,18849511.588306956,Pending
PROD0076,PROD0076,PROD0042,2025-01-17,2042,11884.829230210202,20136991.267914653,Delivered
PROD0077,PROD0077,PROD0042,2025-06-21,1889,19589.719543019273,24230047.754707728,Pending
PROD0078,PROD0078,PROD0042,2025-09-22,1873,17260.949525744996,25532929.64431277,Delivered
PROD0079,PROD0079,PROD0042,2025-10-08,1810,20006.62142114931,22901614.523925852,Partially Received
PROD0080,PROD0080,PROD0042,2026-02-03,1534,19586.607998382515,20340660.24973868,Delivered
PROD0081,PROD0081,PROD0042,2025-01-06,1942,19424.36557868243,24186536.956161585,Delivered
PROD0082,PROD0082,PROD0042,2026-08-05,2095,15430.665445834848,28053860.62727258,Pending
PROD0083,PROD0083,PROD0042,2025-11-15,2078,13857.006498598079,28878369.327944763,Delivered
PROD0084,PROD0084,PROD0042,2025-10-30,1889,19810.739818419737,27798013.900261335,Partially Received
PROD0085,PROD0085,PROD0042,2025-10-16,1295,15319.67645724956,12430895.184257723,In Transit
PROD0086,PROD0086,PROD0042,2025-08-26,1627,13960.986586788666,14766641.64729767,Delivered
PROD0087,PROD0087,PROD0042,2025-05-17,1458,19859.48861145898,20384248.65709087,Delivered
PROD0088,PROD0088,PROD0042,2026-07-28,1842,17279.048651081328,20995644.855174474,Partially Received
PROD0089,PROD0089,PROD0042,2026-07-14,1809,13233.549959046795,16963406.6081648,In Transit
PROD0090,PROD0090,PROD0042,2026-02-21,1632,15837.110142076901,17580901.37769646,Partially Received
PROD0091,PROD0091,PROD0042,2025-11-08,1940,17808.580195481612,24864803.770169653,Delivered
PROD0092,PROD0092,PROD0196,2025-02-26,1539,11778.293431458718,12039934.975123297,Partially Received
PROD0093,PROD0093,PROD0196,2026-03-25,1600,20025.031706151607,26497545.42277468,Delivered
PROD0094,PROD0094,PROD0196,2026-08-23,1808,15580.885852594865,16470899.174146086,In Transit
PROD0095,PROD0095,PROD0196,2025-09-22,1617,13850.317952399637,13889158.620366592,Delivered
PROD0096,PROD0096,PROD0196,2026-01-12,1872,17443.827172066816,23342925.435656905,Delivered
PROD0097,PROD0097,PROD0196,2026-05-23,1765,17833.926723324483,21385591.00469039,Cancelled
PROD0098,PROD0098,PROD0196,2026-03-04,2018,13593.608473717382,16435137.969046745,Cancelled
PROD0099,PROD0099,PROD0196,2025-08-14,1789,17049.646723898673,21556370.021120943,Delivered
PROD0100,PROD0100,PROD0196,2025-04-20,1426,20242.987608358973,22857502.31391189,Partially Received
PROD0101,PROD0101,PROD0196,2026-08-26,1280,16309.090678599163,12680893.313296052,Delivered
PROD0102,PROD0102,PROD0196,2025-09-26,1807,18111.759517531944,20897665.030186366,Delivered
PROD0103,PROD0103,PROD0196,2026-06-02,2002,14107.098401474826,22935889.951178007,Delivered
PROD0104,PROD0104,PROD0196,2025-02-05,1537,11895.471715952559,12547236.764581742,Delivered
PROD0105,PROD0105,PROD0196,2026-07-05,1401,12248.587512498043,12641915.48377947,Delivered
PROD0106,PROD0106,PROD0196,2025-08-07,1820,17718.81888505038,21046225.48237846,Delivered
PROD0107,PROD0107,PROD0196,2026-05-09,1314,17366.841688810153,14475385.529790452,Delivered
PROD0108,PROD0108,PROD0196,2026-08-20,1957,14043.193846212474,21854066.984129008,Pending
PROD0109,PROD0109,PROD0027,2025-06-18,1485,12184.267894302204,12036567.617869584,Pending
PROD0110,PROD0110,PROD0027,2025-03-15,1485,19604.43099093844,19788951.297162157,Pending
PROD0111,PROD0111,PROD0027,2026-04-15,1501,12481.534071894204,12671955.837861339,Delivered
PROD0112,PROD0112,PROD0027,2026-06-09,1965,19327.241670357966,26041539.0822426,Pending
PROD0113,PROD0113,PROD0027,2026-01-18,1889,17440.110752307406,26031604.274150867,Delivered
PROD0114,PROD0114,PROD0027,2025-10-20,1292,20023.35970054764,16134142.543061614,Pending
PROD0115,PROD0115,PROD0027,2025-06-04,1734,15095.678051870413,20799989.7235476,In Transit
PROD0116,PROD0116,PROD0027,2025-06-26,2002,20400.892552562767,29917200.114408232,Delivered
PROD0117,PROD0117,PROD0027,2026-01-25,2089,16923.577561249964,29152597.121504445,Delivered
PROD0118,PROD0118,PROD0027,2025-10-02,1396,15982.90651588881,15208935.514796596,Pending
PROD0119,PROD0119,PROD0027,2026-02-20,1489,13597.053889394063,13966799.15039573,Partially Received
PROD0120,PROD0120,PROD0027,2025-07-10,1471,18294.212564305115,17957908.069901925,In Transit
PROD0121,PROD0121,PROD0027,2026-08-23,1791,15925.809747919133,21819918.41977569,Cancelled
PROD0122,PROD0122,PROD0027,2025-11-08,1881,18957.904166329234,27981750.48282544,Partially Received
PROD0123,PROD0123,PROD0027,2026-07-22,1705,19837.465652765175,25553597.520461358,Delivered
PROD0124,PROD0124,PROD0027,2026-03-04,1474,14425.176933333634,15730110.329903327,Pending
PROD0125,PROD0125,PROD0166,2026-05-16,1686,12713.033955201521,14933654.951743552,Delivered
PROD0126,PROD0126,PROD0166,2026-03-20,1310,12700.21604452399,11867631.631960945,Delivered
PROD0127,PROD0127,PROD0166,2025-04-15,1325,14061.014736543171,12695804.338475207,Delivered
PROD0128,PROD0128,PROD0166,2026-08-11,1295,18123.233398481618,12816501.803859333,Cancelled
PROD0129,PROD0129,PROD0166,2026-07-11,1893,20341.605614361728,29191999.476041924,Pending
PROD0130,PROD0130,PROD0166,2026-03-10,1702,15402.205910658538,15242632.40631213,Delivered
PROD0131,PROD0131,PROD0166,2025-03-14,2081,20314.985168401985,29990890.147320036,Delivered
PROD0132,PROD0132,PROD0166,2025-04-27,1750,13890.746959270988,17042345.788514994,Delivered
PROD0133,PROD0133,PROD0166,2025-12-29,1554,14306.27294541631,15415627.24865442,Pending
PROD0134,PROD0134,PROD0166,2025-11-27,1832,18784.03173239049,25171256.55036259,Partially Received
PROD0135,PROD0135,PROD0166,2025-06-27,1428,15682.385990265708,15122945.629446868,Delivered
PROD0136,PROD0136,PROD0166,2026-04-13,1724,17609.406084161554,22664731.207986455,Delivered
PROD0137,PROD0137,PROD0166,2026-04-27,1939,20552.08827693527,29365429.532278348,In Transit
PROD0138,PROD0138,PROD0166,2026-04-12,2022,20458.279735853597,30132683.265110843,Delivered
PROD0139,PROD0139,PROD0166,2026-05-31,1782,16821.770974931853,23204553.636925012,Delivered
PROD0140,PROD0140,PROD0166,2026-08-23,1385,13421.563777601727,13784070.836205196,Delivered
PROD0141,PROD0141,PROD0122,2026-06-21,1522,18787.540451613055,18781930.97871921,Delivered
PROD0142,PROD0142,PROD0122,2026-06-29,1877,20360.204773675767,28562807.21609074,Delivered
PROD0143,PROD0143,PROD0122,2026-01-20,1925,12117.980458292803,14083242.15967851,Partially Received
PROD0144,PROD0144,PROD0122,2026-03-18,1411,18254.26983204363,17829037.15249361,Delivered
PROD0145,PROD0145,PROD0122,2026-05-12,1372,20115.307428227974,21438218.48629495,Delivered
PROD0146,PROD0146,PROD0122,2025-08-31,1771,19539.95238396227,23241078.22097196,Pending
PROD0147,PROD0147,PROD0122,2025-06-23,1945,17501.539940140963,24192470.941896517,Partially Received
PROD0148,PROD0148,PROD0122,2025-08-26,1681,14786.580721399101,18992489.761066686,Delivered
PROD0149,PROD0149,PROD0122,2026-01-28,1445,20019.337593792992,23419297.436194863,Delivered
PROD0150,PROD0150,PROD0122,2025-10-18,1984,14778.599595028225,22693149.84806706,Pending
PROD0151,PROD0151,PROD0122,2025-03-27,1752,15636.733959635214,22821012.355344117,Delivered
PROD0152,PROD0152,PROD0122,2025-11-06,1325,12346.461928902885,12034596.380969312,In Transit
PROD0153,PROD0153,PROD0122,2025-05-08,1336,16307.390230622741,13974906.13287418,Delivered
PROD0154,PROD0154,PROD0122,2026-07-18,1809,16468.839560365373,19224402.44203243,Delivered
PROD0155,PROD0155,PROD0122,2025-09-19,1688,20575.02362020782,28546589.097208265,Delivered
PROD0156,PROD0156,PROD0122,2026-05-09,1700,18016.69133733021,25230654.618154258,Pending
PROD0157,PROD0157,PROD0077,2025-07-29,1325,16665.033493529336,13910755.880436338,Delivered
PROD0158,PROD0158,PROD0077,2026-04-19,1741,18360.632801297463,23140533.042602386,Delivered
PROD0159,PROD0159,PROD0077,2025-03-18,1459,15832.13284080584,16770125.404769383,Delivered
PROD0160,PROD0160,PROD0077,2025-05-16,1889,18534.092932003467,28869007.71037936,Pending
PROD0161,PROD0161,PROD0077,2026-08-26,1946,12810.200269310746,18594753.745372258,Delivered
PROD0162,PROD0162,PROD0077,2025-02-19,1557,15650.064683996376,15941094.392738052,Pending
PROD0163,PROD0163,PROD0077,2026-05-30,1984,17859.598310241567,24295818.979591142,In Transit
PROD0164,PROD0164,PROD0077,2025-05-26,1773,12684.622955780533,15883547.140809417,Delivered
PROD0165,PROD0165,PROD0077,2026-02-23,1882,16646.172965120975,21308181.021656197,Cancelled
PROD0166,PROD0166,PROD0077,2025-08-12,1295,19093.396031595817,14117702.114480775,Partially Received
PROD0167,PROD0167,PROD0077,2026-06-06,1810,20536.44504239153,29937546.41880785,Delivered
PROD0168,PROD0168,PROD0077,2026-02-25,1417,17217.481066182238,13822982.275838591,Delivered
PROD0169,PROD0169,PROD0077,2026-03-02,2065,20516.910251745634,30331278.086497188,Delivered
PROD0170,PROD0170,PROD0077,2025-04-26,1475,17261.317239567143,17431744.017096996,Delivered
PROD0171,PROD0171,PROD0077,2026-07-03,1981,20076.365720051883,29050712.963645548,In Transit
PROD0172,PROD0172,PROD0077,2025-04-06,1884,15011.707334282573,20626270.008826174,Partially Received
PROD0173,PROD0173,PROD0103,2026-01-30,1409,16844.092190146122,16250028.941247668,Partially Received
PROD0174,PROD0174,PROD0103,2025-07-17,1303,15665.398557007034,12434569.793828059,Delivered
PROD0175,PROD0175,PROD0103,2026-08-13,1369,13693.303215729633,13780851.719337003,Delivered
PROD0176,PROD0176,PROD0103,2026-01-17,2036,14158.875567151976,23282391.078900438,Delivered
PROD0177,PROD0177,PROD0103,2026-07-05,1968,12685.81153715248,17892399.76260118,In Transit
PROD0178,PROD0178,PROD0103,2025-03-30,1822,19580.938041076348,26834155.673700955,Delivered
PROD0179,PROD0179,PROD0103,2025-06-19,2071,18939.835454597272,28784824.951519113,Partially Received
PROD0180,PROD0180,PROD0103,2025-03-23,1281,19783.304634554577,13289573.533825342,Partially Received
PROD0181,PROD0181,PROD0103,2025-03-01,1911,20384.651238357408,29262558.016321644,Delivered
PROD0182,PROD0182,PROD0103,2026-06-06,1705,17908.516274654627,20756996.465122703,Pending
PROD0183,PROD0183,PROD0103,2025-01-30,1435,18521.004281878635,19175617.889837317,In Transit
PROD0184,PROD0184,PROD0103,2025-05-04,1609,14048.101298538422,16093593.235837698,Pending
PROD0185,PROD0185,PROD0103,2026-03-26,2021,12117.253615098396,17903897.939196438,Delivered
PROD0186,PROD0186,PROD0103,2025-07-24,1660,19445.406410123695,20766790.326501068,Delivered
PROD0187,PROD0187,PROD0103,2025-09-25,1815,20247.889867251495,27858875.1993766,In Transit
PROD0188,PROD0188,PROD0101,2026-02-03,1682,16205.118209512433,16981889.620219823,Delivered
PROD0189,PROD0189,PROD0101,2025-05-02,1674,13037.181163058689,14346285.374150127,In Transit
PROD0190,PROD0190,PROD0101,2025-06-02,1954,17135.698557258223,24523163.369532976,Delivered
PROD0191,PROD0191,PROD0101,2026-07-05,1989,19779.400928515443,28773269.8356642,In Transit
PROD0192,PROD0192,PROD0101,2025-10-09,1982,18842.886059547272,24613364.06371634,Pending
PROD0193,PROD0193,PROD0101,2025-03-29,1687,12064.02671300482,13090099.637885984,Delivered
PROD0194,PROD0194,PROD0101,2025-05-21,1302,20325.00518862121,16323380.497634321,Delivered
PROD0195,PROD0195,PROD0101,2025-01-24,1517,19549.62918728408,22731747.06846346,Pending
PROD0196,PROD0196,PROD0101,2026-02-10,1287,15352.487227255018,12020701.4189351,Delivered
PROD0197,PROD0197,PROD0101,2025-11-20,1998,12792.298199625639,17221105.067206826,In Transit
PROD0198,PROD0198,PROD0101,2025-09-03,2025,12609.435081387051,16680251.794586632,In Transit
PROD0199,PROD0199,PROD0101,2025-10-30,1926,20040.495658312608,27715064.161536314,Delivered
PROD0200,PROD0200,PROD0101,2026-02-13,1620,14943.956071481669,13901362.87237392,Pending
PROD0201,PROD0201,PROD0101,2025-11-01,1435,16799.44521891309,17776307.67242402,Delivered
PROD0202,PROD0202,PROD0101,2026-07-16,1705,19427.20494423459,24783806.61709305,In Transit
PROD0203,PROD0203,PROD0119,2025-03-14,1693,14569.013744736141,14078476.592305508,Delivered
PROD0204,PROD0204,PROD0119,2026-02-28,1393,18074.93635030347,16504896.036989272,Delivered
PROD0205,PROD0205,PROD0119,2025-02-08,2052,19178.05442748141,28215473.282175634,Delivered
PROD0206,PROD0206,PROD0119,2025-08-29,2050,18007.80708730396,28269883.287750594,Partially Received
PROD0207,PROD0207,PROD0119,2026-04-15,2055,14899.655805360002,23835865.124764856,Partially Received
PROD0208,PROD0208,PROD0119,2025-01-15,1777,16311.034977994577,19070726.02478502,Pending
PROD0209,PROD0209,PROD0119,2025-10-16,1488,17380.020757702234,16364448.794818545,Delivered
PROD0210,PROD0210,PROD0119,2026-03-22,1329,17207.522890541866,12489385.929781806,In Transit
PROD0211,PROD0211,PROD0119,2025-07-29,1888,11755.390589062345,12553040.320279628,Pending
PROD0212,PROD0212,PROD0119,2025-07-03,2031,20307.569576488127,29599195.459887445,In Transit
PROD0213,PROD0213,PROD0119,2025-08-23,1487,19479.767516135424,21512680.493623603,Delivered
PROD0214,PROD0214,PROD0119,2025-10-15,1328,18912.145879277927,17114212.39594598,Partially Received
PROD0215,PROD0215,PROD0119,2025-07-28,1345,12337.276734507628,12026072.120880395,Delivered
PROD0216,PROD0216,PROD0119,2025-05-26,1923,16237.62279339793,19168803.178123135,Delivered
PROD0217,PROD0217,PROD0119,2026-01-12,1520,16941.2384392908,20397163.62006953,Partially Received
PROD0218,PROD0218,PROD0032,2026-03-05,2047,13437.342233674164,19978638.97690884,Delivered
PROD0219,PROD0219,PROD0032,2025-11-21,1685,14996.032497758542,15293887.837509306,Delivered
PROD0220,PROD0220,PROD0032,2025-09-09,1929,13462.876677189628,18466624.699801203,In Transit
PROD0221,PROD0221,PROD0032,2025-03-10,2041,20057.62002175052,29040346.47724902,Cancelled
PROD0222,PROD0222,PROD0032,2025-09-01,1831,18317.629140591318,20385117.41698209,Delivered
PROD0223,PROD0223,PROD0032,2026-05-09,2065,19371.000313550714,28982672.695016824,Pending
PROD0224,PROD0224,PROD0032,2025-04-10,2093,19984.989723864852,30203945.72796445,Delivered
PROD0225,PROD0225,PROD0032,2025-08-25,1557,20183.932694983352,25979152.844155435,Delivered
PROD0226,PROD0226,PROD0032,2025-03-16,2038,11918.274679818425,17968082.866425455,Delivered
PROD0227,PROD0227,PROD0032,2026-05-03,1550,16105.495302163257,18064991.795667637,In Transit
PROD0228,PROD0228,PROD0032,2025-06-12,1850,12680.301508915776,15364618.907023687,Delivered
PROD0229,PROD0229,PROD0032,2026-02-20,1693,18699.56053180597,23790455.40486556,Delivered
PROD0230,PROD0230,PROD0032,2026-02-13,1344,14643.331072435494,12733037.625235258,In Transit
PROD0231,PROD0231,PROD0032,2026-05-09,1544,16480.65764930948,18787290.484702185,In Transit
PROD0232,PROD0232,PROD0098,2025-12-02,2022,20520.77051191282,29911730.383700535,Pending
PROD0233,PROD0233,PROD0098,2025-03-06,2020,20544.19300695052,29939128.45747127,Pending
PROD0234,PROD0234,PROD0098,2026-06-01,1978,14667.050396734388,20834097.09714101,Delivered
PROD0235,PROD0235,PROD0098,2026-03-20,1899,18890.969526691937,27612131.611205734,Delivered
PROD0236,PROD0236,PROD0098,2025-01-31,1729,20074.65962489186,27039477.51231491,Delivered
PROD0237,PROD0237,PROD0098,2026-08-04,1893,15763.031301258157,21189788.18117778,In Transit
PROD0238,PROD0238,PROD0098,2025-02-12,1377,17793.63427243817,15329528.659303643,Delivered
PROD0239,PROD0239,PROD0098,2025-04-01,1542,19997.898389380793,19732096.045949783,Delivered
PROD0240,PROD0240,PROD0098,2026-04-09,1493,16523.576365211487,14744925.117738698,Delivered
PROD0241,PROD0241,PROD0098,2025-07-19,2003,15037.411783724468,18394228.61610354,Delivered
PROD0242,PROD0242,PROD0098,2026-01-06,1818,20282.827918299714,29247613.34336892,Cancelled
PROD0243,PROD0243,PROD0098,2025-11-21,1849,14681.39332013171,16977636.8850932,In Transit
PROD0244,PROD0244,PROD0098,2026-08-12,2015,18256.06470843742,27387008.31939129,Delivered
PROD0245,PROD0245,PROD0098,2025-02-16,1526,15934.165286058082,16493879.335249292,In Transit
PROD0246,PROD0246,PROD0102,2025-06-13,1813,14252.892351040422,19572072.976538464,In Transit
PROD0247,PROD0247,PROD0102,2025-08-06,1564,20570.881532796626,29325394.744274437,Delivered
PROD0248,PROD0248,PROD0102,2025-05-18,1344,17375.56964079928,12886578.530230315,Delivered
PROD0249,PROD0249,PROD0102,2025-10-18,1829,13690.790493207312,20801350.736371648,Pending
PROD0250,PROD0250,PROD0102,2026-01-05,1534,16994.107332065592,15777679.548335806,Delivered
PROD0251,PROD0251,PROD0102,2025-09-04,1688,17863.88996947822,18903976.348529004,In Transit
PROD0252,PROD0252,PROD0102,2026-05-20,1564,11762.364974951308,12313448.04226354,In Transit
PROD0253,PROD0253,PROD0102,2025-08-12,2022,16840.635936146416,26867363.873417158,Pending
PROD0254,PROD0254,PROD0102,2026-08-27,1853,12690.336828184238,17626721.37468025,Cancelled
PROD0255,PROD0255,PROD0102,2025-11-19,1674,13404.821535993031,15400925.24371543,Pending
PROD0256,PROD0256,PROD0102,2025-03-18,2052,20025.783524583207,29246677.338429477,Delivered
PROD0257,PROD0257,PROD0102,2025-02-25,2086,15094.456712389578,28938519.27361152,Delivered
PROD0258,PROD0258,PROD0102,2025-04-02,1419,12719.085066133557,13637389.734010296,In Transit
PROD0259,PROD0259,PROD0102,2026-02-02,1785,16826.51389314743,18821609.976353917,Pending
PROD0260,PROD0260,PROD0172,2025-03-31,1687,16209.996468535517,16079843.93037642,Partially Received
PROD0261,PROD0261,PROD0172,2025-03-12,1644,16730.109248415036,21935266.921051633,Pending
PROD0262,PROD0262,PROD0172,2025-12-27,1486,14664.420115571664,14640566.8856662,Delivered
PROD0263,PROD0263,PROD0172,2025-02-25,1701,17715.877119868604,18620902.213453487,Pending
PROD0264,PROD0264,PROD0172,2026-03-11,1617,19278.215167072245,19607145.509314697,Partially Received
PROD0265,PROD0265,PROD0172,2025-04-27,1737,15279.648289870716,14987134.43613725,In Transit
PROD0266,PROD0266,PROD0172,2025-03-21,1911,14308.389291828962,21538381.64982806,In Transit
PROD0267,PROD0267,PROD0172,2025-09-04,1492,14659.154961381777,13736089.723565971,Delivered
PROD0268,PROD0268,PROD0172,2025-10-16,1989,18327.0679375154,27411741.102694787,In Transit
PROD0269,PROD0269,PROD0172,2025-10-24,1646,12117.468743575688,13254301.046742301,Delivered
PROD0270,PROD0270,PROD0172,2026-03-30,1916,19823.99873306066,27998484.190562755,Delivered
PROD0271,PROD0271,PROD0172,2025-08-12,1615,18537.356027158825,21277831.721783064,Pending
PROD0272,PROD0272,PROD0172,2026-03-24,1693,19291.20017081035,23784871.93743535,Partially Received
PROD0273,PROD0273,PROD0172,2025-02-16,1850,17293.231253983166,23203916.05048732,Partially Received
PROD0274,PROD0274,PROD0127,2026-06-11,1829,19708.88259517931,28342514.85311588,Delivered
PROD0275,PROD0275,PROD0127,2025-05-19,1576,20557.816629354562,26193171.614425123,Delivered
PROD0276,PROD0276,PROD0127,2025-07-31,1714,16890.647314933645,19544089.461196642,Delivered
PROD0277,PROD0277,PROD0127,2026-05-17,1276,19823.256737486943,13647512.301313942,Partially Received
PROD0278,PROD0278,PROD0127,2026-03-25,1295,16124.895238237896,12654066.756204836,In Transit
PROD0279,PROD0279,PROD0127,2025-04-22,1707,20016.659760645183,24784634.985371146,Cancelled
PROD0280,PROD0280,PROD0127,2025-05-24,1777,11835.964450981495,12854963.631082855,Delivered
PROD0281,PROD0281,PROD0127,2026-08-09,1317,12337.673811808618,12575499.661331879,In Transit
PROD0282,PROD0282,PROD0127,2025-01-06,1750,16781.57112004282,20695591.368128944,Pending
PROD0283,PROD0283,PROD0127,2025-05-29,1307,11768.849354896689,11828097.542213732,Delivered
PROD0284,PROD0284,PROD0127,2025-02-01,1434,15603.2803745958,13956978.14982481,Cancelled
