product_id,product_name,category,unit_of_measure,standard_cost,primary_source_country,status
PROD0124,Standard Industrial Fan,Packaging,Kg,910.4655033535663,India,Active
PROD0125,Industrial Industrial Rubber,Packaging,Kg,5608.903479876666,India,Active
PROD0126,Premium Adhesive Resin,Packaging,Unit,11516.092403402863,India,Active
PROD0127,Industrial Pump Assembly,Packaging,Kg,11095.681872227877,Vietnam,Active
PROD0128,Premium Polymer Resin,Packaging,Kg,21161.040784261666,India,Active
PROD0129,Industrial Barcode Scanner,Raw Materials,Unit,9272.808887332812,Vietnam,Active
PROD0130,Industrial Reflective Vest,Raw Materials,Set,21082.05872377552,India,Active
PROD0131,Premium Cleaning Solvent,Packaging,Unit,11532.368546478498,India,Active
PROD0132,Heavy Duty Polymer Resin,Automotive,Unit,7242.153791808678,India,Active
PROD0133,Industrial Shaft Coupling,Packaging,Kg,20076.501177460454,Vietnam,Active
PROD0134,Industrial Hydraulic Valve,Packaging,Unit,2232.855142001952,India,Active
PROD0135,Industrial Industrial Rubber,Packaging,Kg,6347.843445798842,India,Active
PROD0136,Heavy Duty Pump Assembly,Raw Materials,Kg,4554.240639185974,Vietnam,Active
PROD0137,Premium Industrial Lubricant,Packaging,Unit,16169.591285573475,Vietnam,Active
PROD0138,Standard Pump Assembly,Packaging,Unit,15140.658030798073,India,Active
PROD0139,Premium Industrial Rubber,Automotive,Unit,12104.157830123166,India,Active
PROD0140,Industrial Safety Helmet,Raw Materials,Unit,3020.355817628288,Vietnam,Active
PROD0141,Premium Gear Assembly,Packaging,Kg,17758.229687016126,Vietnam,Active
PROD0142,Standard Industrial Fan,Packaging,Kg,3424.349322304812,Vietnam,Active
PROD0143,Heavy Duty Aluminium Sheet,Automotive,Kg,21207.565516373143,India,Active
PROD0144,Standard Cleaning Solvent,Packaging,Unit,15969.072466559588,Vietnam,Active
PROD0145,Premium Conveyor Roller,Raw Materials,Unit,6809.628889941477,Vietnam,Active
PROD0146,Industrial Shaft Coupling,Packaging,Unit,11725.897453701606,India,Active
PROD0147,Premium Cleaning Solvent,Packaging,Unit,15336.651741411562,Vietnam,Active
PROD0148,Premium Stainless Steel Rod,Packaging,Kg,18655.02565159085,India,Active
PROD0149,Standard Industrial Rubber,Automotive,Kg,22780.869428309263,India,Active
PROD0150,Standard Stainless Steel Rod,Packaging,Kg,8337.826961453111,India,Active
PROD0151,Standard Polymer Resin,Packaging,Kg,5801.031404423776,Vietnam,Active
PROD0152,Standard Steel Coil,Packaging,Kg,19500.77369233934,Vietnam,Active
PROD0153,Heavy Duty Pump Assembly,Packaging,Unit,19660.98961030858,Vietnam,Active
PROD0154,Industrial Industrial Rubber,Packaging,Kg,20596.540763413985,India,Active
PROD0155,Premium HDPE Drum,Automotive,Kg,20415.38689902249,India,Active
PROD0156,Standard Copper Wire,Automotive,Unit,12354.100085251623,India,Active
PROD0157,Industrial Stainless Steel Rod,Automotive,Kg,20034.028667629023,India,Active
PROD0158,Heavy Duty Copper Wire,Packaging,Kg,2329.1865196764593,India,Active
PROD0159,Heavy Duty Aluminium Sheet,Automotive,Kg,12582.38421771255,India,Active
PROD0160,Industrial Conveyor Roller,Packaging,Unit,18623.202827851936,Vietnam,Active
PROD0161,Premium Hydraulic Valve,Packaging,Kg,24856.696805295447,Vietnam,Active
PROD0162,Industrial Packaging Tape,Automotive,Kg,12326.776191192246,India,Active
PROD0163,Standard Thermal Label,Automotive,Kg,15958.938905658293,India,Discontinued
PROD0164,Premium Industrial Rubber,Packaging,Kg,15956.952224051085,Vietnam,Active
PROD0165,Premium HDPE Drum,Automotive,Kg,8586.738330665028,India,Active
PROD0166,Industrial Conveyor Roller,Packaging,Kg,3334.316423669932,India,Active
PROD0167,Heavy Duty Stainless Steel Rod,Packaging,Unit,6190.283563564062,India,Active
PROD0168,Industrial Industrial Fan,Packaging,Unit,1751.8907676713593,India,Active
PROD0169,Industrial Water Treatment Chemical,Raw Materials,Unit,5376.974614944933,India,Active
PROD0170,Heavy Duty Aluminium Sheet,Packaging,Unit,24091.12906065343,India,Active
PROD0171,Heavy Duty Industrial Rubber,Packaging,Kg,12403.622953921442,India,Active
PROD0172,Industrial Aluminium Sheet,Packaging,Kg,20179.55594257148,India,Active
PROD0173,Premium Shock Absorber,Automotive,Kg,7402.331217925135,India,Active
PROD0174,Premium Adhesive Resin,Packaging,Unit,10834.99606324338,India,Active
PROD0175,Standard Copper Wire,Packaging,Kg,967.7595273452563,India,Active
PROD0176,Standard Pallet Wrap,Packaging,Kg,4558.821238833951,India,Active
PROD0177,Premium HDPE Drum,Automotive,Kg,20030.688381045085,India,Active
PROD0178,Heavy Duty Thermal Label,Packaging,Kg,3865.8695310589555,India,Active
PROD0179,Premium Polymer Resin,Packaging,Unit,24470.98903772705,India,Active
PROD0180,Heavy Duty Industrial Rubber,Packaging,Unit,3100.559125101315,India,Active
PROD0181,Standard Industrial Rubber,Packaging,Kg,21555.354781944217,India,Active
PROD0182,Heavy Duty Gear Assembly,Packaging,Unit,2029.391586151418,India,Active
PROD0183,Industrial Packaging Tape,Automotive,Unit,18777.83947950621,India,Active
PROD0184,Standard Water Treatment Chemical,Raw Materials,Unit,851.764317321072,Vietnam,Active
PROD0185,Premium Gear Assembly,Packaging,Unit,18809.335931757094,India,Active
PROD0186,Premium Industrial Fan,Packaging,Unit,24783.57818013439,Vietnam,Active
PROD0187,Industrial Safety Helmet,Raw Materials,Unit,1602.3886030078013,Vietnam,Active
PROD0188,Standard Thermal Label,Automotive,Kg,18559.397402189556,India,Active
PROD0189,Standard Conveyor Roller,Packaging,Kg,16300.159746773872,India,Active
PROD0190,Standard Steel Coil,Packaging,Kg,4473.024469467355,India,Active
PROD0191,Standard Safety Goggles,Raw Materials,Unit,19535.036655351392,Vietnam,Active
PROD0192,Heavy Duty Polymer Resin,Automotive,Kg,20942.612834429063,India,Active
PROD0193,Heavy Duty Conveyor Roller,Packaging,Unit,12743.34691752852,Vietnam,Active
PROD0194,Standard Stainless Steel Rod,Packaging,Unit,9286.732747041631,Vietnam,Active
PROD0195,Standard Steel Coil,Automotive,Kg,3342.435664305792,India,Active
PROD0196,Premium Shock Absorber,Automotive,Kg,20294.3777742834,India,Active
PROD0197,Standard Polymer Resin,Packaging,Kg,23689.04209896582,India,Active
PROD0198,Heavy Duty Adhesive Resin,Raw Materials,Unit,4475.529188969022,Vietnam,Active
PROD0199,Premium Pallet Wrap,Packaging,Kg,22038.412528831173,India,Active
PROD0200,Heavy Duty Industrial Rubber,Automotive,Unit,11921.861493969463,India,Active
