inventory_id,supplier_id,product_id,warehouse,quantity_on_hand,quantity_reserved,quantity_available,reorder_point,inventory_status
INV00051,SUP0095,PROD0192,Mumbai DC,2418,677,1741,723,Healthy
INV00052,SUP0021,PROD0169,Chennai DC,3063,220,2843,467,Healthy
INV00053,SUP0075,PROD0024,Delhi DC,1279,228,1051,519,Healthy
INV00054,SUP0002,PROD0047,Bengaluru DC,4516,272,4244,633,Healthy
INV00055,SUP0091,PROD0016,Hyderabad DC,2047,624,1423,435,Healthy
INV00056,SUP0001,PROD0034,Delhi DC,2405,248,2157,434,Healthy
INV00057,SUP0098,PROD0177,Delhi DC,2525,43,2482,410,Healthy
INV00058,SUP0090,PROD0196,Kolkata DC,3480,261,3219,563,Healthy
INV00059,SUP0090,PROD0137,Delhi DC,3601,376,3225,847,Overstocked
INV00060,SUP0003,PROD0063,Kolkata DC,3277,718,2559,328,Overstocked
INV00061,SUP0070,PROD0038,Hyderabad DC,973,360,613,945,Low Stock
INV00062,SUP0073,PROD0116,Delhi DC,4082,254,3828,580,Healthy
INV00063,SUP0092,PROD0103,Mumbai DC,3367,155,3212,252,Healthy
INV00064,SUP0055,PROD0010,Bengaluru DC,3122,412,2710,876,Overstocked
INV00065,SUP0100,PROD0160,Chennai DC,4333,417,3916,340,Healthy
INV00066,SUP0017,PROD0096,Kolkata DC,4763,317,4446,630,Healthy
INV00067,SUP0086,PROD0045,Delhi DC,1105,766,339,101,Healthy
INV00068,SUP0078,PROD0135,Bengaluru DC,3169,188,2981,219,Overstocked
INV00069,SUP0080,PROD0033,Bengaluru DC,90,49,41,476,Low Stock
INV00070,SUP0010,PROD0117,Mumbai DC,4662,597,4065,467,Healthy
INV00071,SUP0045,PROD0097,Chennai DC,4999,604,4395,980,Overstocked
INV00072,SUP0020,PROD0151,Mumbai DC,4941,751,4190,611,Healthy
INV00073,SUP0042,PROD0193,Kolkata DC,4528,752,3776,538,Healthy
INV00074,SUP0072,PROD0132,Bengaluru DC,3801,727,3074,557,Overstocked
INV00075,SUP0024,PROD0096,Pune DC,3553,12,3541,358,Healthy
INV00076,SUP0033,PROD0135,Kolkata DC,1414,50,1364,585,Healthy
INV00077,SUP0078,PROD0064,Chennai DC,783,335,448,254,Overstocked
INV00078,SUP0096,PROD0049,Mumbai DC,4911,86,4825,208,Healthy
INV00079,SUP0002,PROD0008,Delhi DC,36,4,32,346,Low Stock
INV00080,SUP0007,PROD0168,Kolkata DC,3820,408,3412,200,Overstocked
INV00081,SUP0093,PROD0192,Hyderabad DC,551,312,239,808,Low Stock
INV00082,SUP0085,PROD0059,Chennai DC,276,145,131,798,Low Stock
INV00083,SUP0010,PROD0056,Mumbai DC,2461,121,2340,67,Overstocked
INV00084,SUP0074,PROD0127,Hyderabad DC,2632,155,2477,972,Overstocked
INV00085,SUP0061,PROD0034,Delhi DC,271,222,49,709,Low Stock
INV00086,SUP0086,PROD0099,Kolkata DC,2434,163,2271,810,Overstocked
INV00087,SUP0090,PROD0035,Chennai DC,2431,11,2420,387,Overstocked
INV00088,SUP0084,PROD0039,Mumbai DC,455,265,190,237,Low Stock
INV00089,SUP0044,PROD0060,Bengaluru DC,253,145,108,546,Low Stock
INV00090,SUP0055,PROD0156,Chennai DC,838,637,201,317,Low Stock
INV00091,SUP0080,PROD0103,Kolkata DC,1024,582,442,897,Low Stock
INV00092,SUP0070,PROD0009,Mumbai DC,3031,411,2620,596,Healthy
INV00093,SUP0011,PROD0122,Pune DC,2985,251,2734,693,Healthy
INV00094,SUP0079,PROD0105,Bengaluru DC,3350,102,3248,588,Overstocked
INV00095,SUP0043,PROD0123,Hyderabad DC,1252,775,477,832,Low Stock
INV00096,SUP0094,PROD0165,Mumbai DC,2378,6,2372,367,Healthy
INV00097,SUP0063,PROD0066,Delhi DC,987,727,260,217,Healthy
INV00098,SUP0010,PROD0169,Chennai DC,1590,493,1097,726,Healthy
INV00099,SUP0052,PROD0025,Bengaluru DC,104,6,98,558,Low Stock
INV00100,SUP0064,PROD0051,Delhi DC,1389,75,1314,558,Healthy
INV00101,SUP0029,PROD0108,Hyderabad DC,705,589,116,830,Low Stock
INV00102,SUP0023,PROD0012,Kolkata DC,1201,711,490,391,Overstocked
INV00103,SUP0096,PROD0150,Chennai DC,4895,739,4156,122,Healthy
INV00104,SUP0067,PROD0124,Pune DC,1584,215,1369,520,Healthy
INV00105,SUP0039,PROD0188,Delhi DC,1506,300,1206,922,Healthy
INV00106,SUP0058,PROD0074,Kolkata DC,4505,623,3882,50,Healthy
INV00107,SUP0064,PROD0111,Chennai DC,210,113,97,817,Low Stock
INV00108,SUP0054,PROD0033,Pune DC,1847,322,1525,117,Overstocked
INV00109,SUP0061,PROD0106,Kolkata DC,2632,78,2554,846,Overstocked
INV00110,SUP0010,PROD0121,Bengaluru DC,279,182,97,141,Low Stock
INV00111,SUP0089,PROD0062,Delhi DC,1363,551,812,657,Healthy
INV00112,SUP0035,PROD0091,Pune DC,3141,197,2944,311,Overstocked
INV00113,SUP0010,PROD0143,Delhi DC,2900,521,2379,51,Healthy
INV00114,SUP0070,PROD0190,Kolkata DC,647,97,550,378,Healthy
INV00115,SUP0034,PROD0070,Mumbai DC,3214,685,2529,424,Overstocked
INV00116,SUP0086,PROD0030,Bengaluru DC,3263,48,3215,712,Healthy
INV00117,SUP0001,PROD0013,Mumbai DC,2335,11,2324,651,Healthy
INV00118,SUP0092,PROD0080,Chennai DC,2612,319,2293,170,Healthy
INV00119,SUP0003,PROD0195,Kolkata DC,2036,618,1418,995,Overstocked
INV00120,SUP0070,PROD0039,Chennai DC,1459,83,1376,873,Healthy
INV00121,SUP0088,PROD0054,Kolkata DC,4821,391,4430,453,Healthy
INV00122,SUP0099,PROD0190,Delhi DC,326,122,204,576,Low Stock
INV00123,SUP0070,PROD0142,Hyderabad DC,3271,700,2571,335,Overstocked
INV00124,SUP0096,PROD0006,Pune DC,3643,546,3097,603,Healthy
INV00125,SUP0051,PROD0083,Delhi DC,1289,622,667,764,Low Stock
INV00126,SUP0012,PROD0098,Hyderabad DC,2314,708,1606,497,Overstocked
INV00127,SUP0027,PROD0053,Bengaluru DC,1939,350,1589,788,Healthy
INV00128,SUP0026,PROD0015,Delhi DC,1555,619,936,529,Healthy
INV00129,SUP0003,PROD0129,Kolkata DC,4155,54,4101,830,Healthy
INV00130,SUP0063,PROD0011,Chennai DC,4141,737,3404,669,Healthy
INV00131,SUP0006,PROD0153,Hyderabad DC,1377,42,1335,745,Healthy
INV00132,SUP0077,PROD0180,Hyderabad DC,759,553,206,909,Low Stock
INV00133,SUP0089,PROD0162,Pune DC,2311,227,2084,130,Healthy
INV00134,SUP0088,PROD0038,Pune DC,3193,387,2806,152,Healthy
INV00135,SUP0069,PROD0071,Pune DC,4534,346,4188,624,Healthy
INV00136,SUP0021,PROD0103,Pune DC,1974,190,1784,723,Healthy
INV00137,SUP0077,PROD0168,Bengaluru DC,3303,33,3270,352,Overstocked
INV00138,SUP0087,PROD0041,Mumbai DC,1202,18,1184,371,Overstocked
INV00139,SUP0061,PROD0174,Delhi DC,57,30,27,538,Low Stock
INV00140,SUP0047,PROD0183,Hyderabad DC,2281,303,1978,541,Overstocked
INV00141,SUP0008,PROD0137,Mumbai DC,1127,655,472,966,Low Stock
INV00142,SUP0011,PROD0114,Hyderabad DC,520,296,224,449,Low Stock
INV00143,SUP0010,PROD0159,Mumbai DC,4688,347,4341,796,Overstocked
INV00144,SUP0035,PROD0108,Mumbai DC,3980,396,3584,467,Healthy
INV00145,SUP0024,PROD0064,Chennai DC,2676,719,1957,827,Healthy
INV00146,SUP0001,PROD0094,Hyderabad DC,1901,13,1888,191,Healthy
INV00147,SUP0010,PROD0190,Mumbai DC,4379,308,4071,66,Healthy
INV00148,SUP0063,PROD0143,Bengaluru DC,3673,6,3667,271,Overstocked
INV00149,SUP0052,PROD0013,Mumbai DC,2708,53,2655,452,Healthy
INV00150,SUP0051,PROD0102,Pune DC,1955,444,1511,899,Healthy
INV00151,SUP0006,PROD0034,Hyderabad DC,4349,656,3693,139,Overstocked
INV00152,SUP0055,PROD0069,Kolkata DC,65,15,50,61,Low Stock
INV00153,SUP0028,PROD0151,Mumbai DC,358,303,55,171,Low Stock
INV00154,SUP0008,PROD0190,Mumbai DC,1943,654,1289,79,Healthy
INV00155,SUP0018,PROD0006,Mumbai DC,4983,268,4715,397,Overstocked
INV00156,SUP0026,PROD0197,Chennai DC,3768,775,2993,429,Healthy
INV00157,SUP0090,PROD0153,Pune DC,3003,236,2767,928,Overstocked
INV00158,SUP0084,PROD0048,Chennai DC,3214,42,3172,100,Overstocked
INV00159,SUP0069,PROD0111,Bengaluru DC,352,68,284,933,Low Stock
INV00160,SUP0045,PROD0127,Delhi DC,2418,677,1741,379,Healthy
INV00161,SUP0081,PROD0152,Delhi DC,1122,44,1078,376,Overstocked
INV00162,SUP0072,PROD0155,Delhi DC,2306,710,1596,342,Healthy
INV00163,SUP0066,PROD0024,Hyderabad DC,1018,570,448,66,Overstocked
INV00164,SUP0016,PROD0184,Delhi DC,4489,609,3880,448,Overstocked
INV00165,SUP0045,PROD0136,Kolkata DC,1731,290,1441,957,Healthy
INV00166,SUP0098,PROD0085,Kolkata DC,3261,415,2846,210,Healthy
INV00167,SUP0077,PROD0176,Bengaluru DC,3039,152,2887,176,Overstocked
INV00168,SUP0064,PROD0014,Bengaluru DC,2579,716,1863,467,Healthy
INV00169,SUP0031,PROD0105,Mumbai DC,840,430,410,910,Low Stock
INV00170,SUP0040,PROD0139,Pune DC,3465,31,3434,508,Healthy
INV00171,SUP0058,PROD0164,Bengaluru DC,1263,775,488,481,Healthy
INV00172,SUP0017,PROD0051,Chennai DC,2894,64,2830,424,Healthy
INV00173,SUP0004,PROD0019,Pune DC,3067,203,2864,747,Healthy
INV00174,SUP0057,PROD0059,Kolkata DC,738,433,305,558,Low Stock
INV00175,SUP0013,PROD0081,Chennai DC,3467,55,3412,405,Healthy
INV00176,SUP0074,PROD0016,Delhi DC,3059,132,2927,233,Healthy
INV00177,SUP0010,PROD0054,Delhi DC,2009,604,1405,384,Healthy
INV00178,SUP0073,PROD0068,Delhi DC,463,363,100,434,Low Stock
INV00179,SUP0094,PROD0191,Hyderabad DC,2993,218,2775,149,Healthy
INV00180,SUP0089,PROD0120,Hyderabad DC,4780,55,4725,376,Healthy
INV00181,SUP0016,PROD0147,Chennai DC,654,537,117,702,Low Stock
INV00182,SUP0069,PROD0102,Kolkata DC,3561,761,2800,357,Overstocked
INV00183,SUP0052,PROD0149,Bengaluru DC,1759,439,1320,388,Healthy
INV00184,SUP0071,PROD0061,Chennai DC,1595,330,1265,780,Healthy
INV00185,SUP0034,PROD0161,Chennai DC,4583,471,4112,455,Healthy
INV00186,SUP0048,PROD0176,Mumbai DC,3839,50,3789,840,Healthy
INV00187,SUP0096,PROD0178,Hyderabad DC,3917,485,3432,870,Healthy
INV00188,SUP0070,PROD0068,Hyderabad DC,2001,6,1995,875,Healthy
INV00189,SUP0073,PROD0048,Delhi DC,1343,26,1317,667,Healthy
INV00190,SUP0063,PROD0062,Kolkata DC,1777,194,1583,920,Healthy
INV00191,SUP0089,PROD0181,Mumbai DC,4945,715,4230,540,Overstocked
INV00192,SUP0018,PROD0054,Delhi DC,4632,414,4218,346,Healthy
INV00193,SUP0024,PROD0144,Kolkata DC,1092,329,763,295,Healthy
INV00194,SUP0051,PROD0118,Chennai DC,3080,632,2448,930,Overstocked
INV00195,SUP0024,PROD0067,Mumbai DC,1354,449,905,534,Overstocked
INV00196,SUP0091,PROD0041,Kolkata DC,1833,738,1095,597,Healthy
INV00197,SUP0084,PROD0037,Hyderabad DC,382,69,313,294,Healthy
INV00198,SUP0003,PROD0148,Pune DC,769,257,512,755,Low Stock
INV00199,SUP0009,PROD0109,Kolkata DC,1547,233,1314,829,Healthy
INV00200,SUP0067,PROD0072,Delhi DC,2403,141,2262,267,Healthy
INV00201,SUP0085,PROD0019,Mumbai DC,4953,605,4348,587,Overstocked
INV00202,SUP0002,PROD0173,Delhi DC,3958,339,3619,889,Healthy
INV00203,SUP0043,PROD0069,Bengaluru DC,2802,129,2673,968,Healthy
INV00204,SUP0057,PROD0083,Chennai DC,3575,582,2993,756,Overstocked
INV00205,SUP0009,PROD0052,Pune DC,4514,226,4288,177,Healthy
INV00206,SUP0092,PROD0101,Hyderabad DC,2329,251,2078,268,Healthy
INV00207,SUP0024,PROD0199,Kolkata DC,3543,640,2903,792,Healthy
INV00208,SUP0017,PROD0127,Mumbai DC,3681,478,3203,528,Healthy
INV00209,SUP0010,PROD0107,Bengaluru DC,4147,716,3431,84,Healthy
INV00210,SUP0039,PROD0187,Kolkata DC,3916,28,3888,997,Healthy
INV00211,SUP0001,PROD0054,Mumbai DC,4575,370,4205,103,Healthy
INV00212,SUP0005,PROD0086,Chennai DC,2565,173,2392,688,Healthy
INV00213,SUP0018,PROD0162,Kolkata DC,2356,86,2270,795,Healthy
INV00214,SUP0082,PROD0122,Mumbai DC,2437,745,1692,104,Healthy
INV00215,SUP0035,PROD0005,Kolkata DC,3558,484,3074,850,Healthy
INV00216,SUP0065,PROD0043,Mumbai DC,3506,464,3042,480,Healthy
INV00217,SUP0073,PROD0001,Kolkata DC,3520,163,3357,64,Healthy
INV00218,SUP0032,PROD0181,Chennai DC,3316,195,3121,874,Overstocked
INV00219,SUP0046,PROD0163,Hyderabad DC,3305,268,3037,471,Healthy
INV00220,SUP0037,PROD0147,Chennai DC,3668,273,3395,372,Healthy
INV00221,SUP0083,PROD0151,Mumbai DC,1711,106,1605,585,Overstocked
INV00222,SUP0090,PROD0198,Hyderabad DC,4675,695,3980,546,Overstocked
INV00223,SUP0070,PROD0182,Pune DC,2275,612,1663,858,Healthy
INV00224,SUP0077,PROD0181,Chennai DC,4145,437,3708,85,Overstocked
INV00225,SUP0080,PROD0081,Delhi DC,2568,14,2554,937,Overstocked
INV00226,SUP0090,PROD0170,Bengaluru DC,1700,146,1554,893,Healthy
INV00227,SUP0038,PROD0056,Mumbai DC,1044,134,910,813,Overstocked
INV00228,SUP0033,PROD0098,Mumbai DC,830,133,697,153,Overstocked
INV00229,SUP0071,PROD0150,Hyderabad DC,4371,666,3705,126,Healthy
INV00230,SUP0043,PROD0158,Mumbai DC,2361,575,1786,397,Healthy
INV00231,SUP0003,PROD0002,Bengaluru DC,599,186,413,751,Low Stock
INV00232,SUP0056,PROD0190,Mumbai DC,1338,140,1198,981,Overstocked
INV00233,SUP0068,PROD0181,Mumbai DC,2491,509,1982,357,Overstocked
INV00234,SUP0021,PROD0088,Hyderabad DC,3257,732,2525,522,Overstocked
INV00235,SUP0090,PROD0126,Chennai DC,526,525,1,842,Low Stock
INV00236,SUP0068,PROD0037,Chennai DC,1054,209,845,511,Overstocked
INV00237,SUP0070,PROD0167,Hyderabad DC,3957,59,3898,387,Overstocked
INV00238,SUP0038,PROD0018,Bengaluru DC,3177,534,2643,100,Overstocked
INV00239,SUP0010,PROD0188,Delhi DC,1637,714,923,790,Overstocked
INV00240,SUP0083,PROD0095,Hyderabad DC,3283,313,2970,528,Overstocked
INV00241,SUP0077,PROD0138,Kolkata DC,2220,400,1820,75,Overstocked
INV00242,SUP0042,PROD0132,Chennai DC,3509,703,2806,504,Healthy
INV00243,SUP0073,PROD0199,Hyderabad DC,3168,197,2971,954,Overstocked
INV00244,SUP0031,PROD0001,Bengaluru DC,3643,157,3486,256,Healthy
INV00245,SUP0007,PROD0140,Mumbai DC,486,293,193,951,Low Stock
INV00246,SUP0054,PROD0022,Pune DC,3147,410,2737,185,Healthy
INV00247,SUP0054,PROD0083,Bengaluru DC,2919,326,2593,800,Overstocked
INV00248,SUP0065,PROD0105,Hyderabad DC,2275,338,1937,561,Overstocked
INV00249,SUP0052,PROD0083,Delhi DC,2685,769,1916,826,Healthy
INV00250,SUP0046,PROD0026,Bengaluru DC,1410,260,1150,531,Healthy
INV00251,SUP0001,PROD0002,Bengaluru DC,428,197,231,586,Low Stock
INV00252,SUP0044,PROD0134,Mumbai DC,3399,543,2856,926,Healthy
INV00253,SUP0088,PROD0015,Bengaluru DC,2927,73,2854,474,Healthy
INV00254,SUP0033,PROD0084,Delhi DC,872,157,715,229,Healthy
INV00255,SUP0034,PROD0018,Bengaluru DC,4196,602,3594,676,Healthy
INV00256,SUP0001,PROD0037,Bengaluru DC,1652,206,1446,591,Overstocked
INV00257,SUP0055,PROD0005,Kolkata DC,4198,794,3404,288,Healthy
INV00258,SUP0061,PROD0011,Mumbai DC,520,463,57,70,Low Stock
INV00259,SUP0053,PROD0050,Kolkata DC,373,318,55,355,Low Stock
INV00260,SUP0035,PROD0040,Bengaluru DC,1738,524,1214,708,Healthy
INV00261,SUP0023,PROD0012,Chennai DC,2726,748,1978,99,Overstocked
INV00262,SUP0095,PROD0137,Kolkata DC,1829,31,1798,673,Healthy
INV00263,SUP0096,PROD0018,Chennai DC,1741,275,1466,734,Healthy
INV00264,SUP0075,PROD0198,Kolkata DC,3549,653,2896,117,Overstocked
INV00265,SUP0061,PROD0153,Bengaluru DC,3971,589,3382,948,Healthy
INV00266,SUP0035,PROD0087,Pune DC,1252,568,684,325,Healthy
INV00267,SUP0047,PROD0100,Pune DC,4992,276,4716,589,Healthy
INV00268,SUP0041,PROD0011,Kolkata DC,3801,209,3592,412,Healthy
INV00269,SUP0097,PROD0177,Pune DC,4031,306,3725,571,Overstocked
INV00270,SUP0042,PROD0128,Hyderabad DC,1824,586,1238,307,Healthy
INV00271,SUP0044,PROD0150,Hyderabad DC,4493,46,4447,193,Healthy
INV00272,SUP0001,PROD0044,Hyderabad DC,2055,276,1779,200,Healthy
INV00273,SUP0030,PROD0024,Kolkata DC,2898,543,2355,664,Healthy
INV00274,SUP0043,PROD0134,Kolkata DC,2296,625,1671,911,Healthy
INV00275,SUP0060,PROD0049,Mumbai DC,2557,157,2400,91,Healthy
INV00276,SUP0073,PROD0191,Bengaluru DC,3604,680,2924,520,Healthy
INV00277,SUP0069,PROD0112,Delhi DC,3770,371,3399,674,Healthy
INV00278,SUP0085,PROD0080,Bengaluru DC,546,525,21,970,Low Stock
INV00279,SUP0095,PROD0069,Mumbai DC,4281,738,3543,212,Healthy
INV00280,SUP0065,PROD0134,Kolkata DC,1057,620,437,377,Overstocked
INV00281,SUP0067,PROD0102,Chennai DC,4213,283,3930,158,Healthy
INV00282,SUP0021,PROD0063,Bengaluru DC,1800,172,1628,962,Healthy
INV00283,SUP0095,PROD0165,Bengaluru DC,2953,739,2214,611,Overstocked
INV00284,SUP0080,PROD0194,Bengaluru DC,2293,169,2124,520,Healthy
INV00285,SUP0038,PROD0133,Bengaluru DC,1718,101,1617,919,Healthy
INV00286,SUP0090,PROD0001,Kolkata DC,3145,412,2733,236,Overstocked
INV00287,SUP0028,PROD0169,Kolkata DC,708,380,328,144,Overstocked
INV00288,SUP0098,PROD0024,Mumbai DC,3839,553,3286,562,Healthy
INV00289,SUP0100,PROD0038,Delhi DC,3125,370,2755,891,Overstocked
INV00290,SUP0040,PROD0107,Pune DC,4495,607,3888,906,Healthy
INV00291,SUP0020,PROD0061,Mumbai DC,1093,471,622,792,Low Stock
INV00292,SUP0029,PROD0168,Chennai DC,3881,121,3760,511,Overstocked
INV00293,SUP0075,PROD0007,Bengaluru DC,1241,175,1066,283,Overstocked
INV00294,SUP0074,PROD0015,Kolkata DC,294,219,75,373,Low Stock
INV00295,SUP0035,PROD0183,Bengaluru DC,4441,642,3799,703,Healthy
INV00296,SUP0086,PROD0142,Chennai DC,2298,477,1821,507,Healthy
INV00297,SUP0091,PROD0067,Bengaluru DC,578,455,123,480,Low Stock
INV00298,SUP0041,PROD0081,Pune DC,1659,607,1052,587,Overstocked
INV00299,SUP0070,PROD0160,Mumbai DC,325,231,94,816,Low Stock
INV00300,SUP0060,PROD0132,Pune DC,543,361,182,647,Low Stock
INV00301,SUP0042,PROD0127,Chennai DC,4935,59,4876,621,Healthy
INV00302,SUP0048,PROD0131,Hyderabad DC,4985,780,4205,779,Healthy
INV00303,SUP0022,PROD0104,Delhi DC,4505,215,4290,567,Overstocked
INV00304,SUP0066,PROD0114,Pune DC,3367,210,3157,587,Healthy
INV00305,SUP0003,PROD0176,Mumbai DC,3923,408,3515,131,Healthy
INV00306,SUP0076,PROD0103,Hyderabad DC,891,184,707,167,Overstocked
INV00307,SUP0078,PROD0008,Chennai DC,2733,755,1978,140,Overstocked
INV00308,SUP0013,PROD0040,Chennai DC,4645,662,3983,858,Overstocked
INV00309,SUP0083,PROD0100,Mumbai DC,805,523,282,835,Low Stock
INV00310,SUP0004,PROD0167,Bengaluru DC,4001,7,3994,987,Healthy
INV00311,SUP0092,PROD0195,Pune DC,4882,37,4845,944,Healthy
INV00312,SUP0059,PROD0151,Kolkata DC,1080,224,856,542,Healthy
INV00313,SUP0076,PROD0143,Chennai DC,1179,396,783,616,Healthy
INV00314,SUP0029,PROD0071,Bengaluru DC,4189,678,3511,919,Overstocked
INV00315,SUP0039,PROD0156,Hyderabad DC,3720,47,3673,298,Healthy
INV00316,SUP0006,PROD0108,Chennai DC,4020,335,3685,521,Overstocked
INV00317,SUP0053,PROD0133,Delhi DC,1845,195,1650,396,Overstocked
INV00318,SUP0058,PROD0004,Hyderabad DC,3988,452,3536,291,Healthy
INV00319,SUP0099,PROD0044,Delhi DC,1786,102,1684,380,Healthy
INV00320,SUP0081,PROD0011,Pune DC,2607,450,2157,742,Healthy
INV00321,SUP0017,PROD0165,Chennai DC,766,537,229,539,Low Stock
INV00322,SUP0078,PROD0173,Hyderabad DC,1823,528,1295,330,Healthy
INV00323,SUP0034,PROD0012,Chennai DC,2549,376,2173,571,Healthy
INV00324,SUP0014,PROD0020,Bengaluru DC,2550,65,2485,365,Healthy
INV00325,SUP0084,PROD0180,Mumbai DC,838,770,68,206,Low Stock
INV00326,SUP0083,PROD0083,Chennai DC,403,101,302,460,Low Stock
INV00327,SUP0057,PROD0030,Bengaluru DC,2656,642,2014,818,Overstocked
INV00328,SUP0078,PROD0020,Bengaluru DC,306,298,8,704,Low Stock
INV00329,SUP0058,PROD0159,Kolkata DC,3656,550,3106,104,Healthy
INV00330,SUP0030,PROD0164,Delhi DC,2478,796,1682,692,Healthy
INV00331,SUP0055,PROD0132,Bengaluru DC,2391,269,2122,471,Overstocked
INV00332,SUP0038,PROD0007,Hyderabad DC,1899,790,1109,483,Healthy
INV00333,SUP0039,PROD0006,Mumbai DC,543,442,101,273,Low Stock
INV00334,SUP0079,PROD0082,Bengaluru DC,3930,223,3707,826,Overstocked
INV00335,SUP0085,PROD0054,Bengaluru DC,975,363,612,646,Low Stock
INV00336,SUP0047,PROD0116,Hyderabad DC,1312,615,697,981,Low Stock
INV00337,SUP0086,PROD0038,Chennai DC,3597,239,3358,156,Healthy
INV00338,SUP0072,PROD0199,Mumbai DC,1707,727,980,88,Overstocked
INV00339,SUP0012,PROD0085,Hyderabad DC,4581,377,4204,993,Overstocked
INV00340,SUP0039,PROD0165,Mumbai DC,1340,232,1108,282,Healthy
INV00341,SUP0012,PROD0097,Delhi DC,3054,70,2984,613,Overstocked
INV00342,SUP0095,PROD0066,Bengaluru DC,4403,253,4150,647,Healthy
INV00343,SUP0004,PROD0120,Kolkata DC,1698,307,1391,348,Healthy
INV00344,SUP0061,PROD0182,Hyderabad DC,2085,398,1687,230,Healthy
INV00345,SUP0045,PROD0191,Delhi DC,4688,365,4323,607,Overstocked
INV00346,SUP0011,PROD0161,Chennai DC,3989,274,3715,808,Healthy
INV00347,SUP0055,PROD0017,Pune DC,3620,3,3617,394,Healthy
INV00348,SUP0022,PROD0020,Bengaluru DC,4207,680,3527,146,Overstocked
